mode,forgetfulness,tiredness,recovery,intensity,groupSize,propensity,repeats,top5SharePct,top10Stability1Pct,top10Stability10Pct,top10Stability20Pct,totalPower,oligarchyScore
"habit",0.036000,0.088000,0.120000,0.060000,4,0.200000,1,13.475456,80,70,50,84.692124,30.975456
"habit",0.108000,0.132000,0.160000,0.060000,7,0,1,17.019675,70,20,40,97.275757,31.019675
"random",0.180000,0.044000,0.080000,0.060000,9,0,1,17.024345,60,30,40,99.501265,31.024345
"random",0.036000,0.132000,0,0.060000,2,0,1,10.044266,100,60,60,50.168659,31.044266
"random",0.180000,0.132000,0.040000,0.060000,7,0,1,13.569656,70,30,50,69.191149,31.069656
"habit",0.144000,0.088000,0.040000,0.060000,9,0.800000,1,24.093187,70,10,20,170.034495,31.093187
"habit",0.072000,0.088000,0.160000,0.060000,7,0.800000,1,20.623958,90,50,30,343.247952,31.123958
"random",0.072000,0,0.200000,0.060000,7,0,1,17.130998,90,30,40,164.753328,31.130998
"random",0.036000,0.088000,0.120000,0.060000,4,0,1,13.647240,90,60,50,85.722428,31.147240
"habit",0.036000,0.088000,0.160000,0.060000,4,0.400000,1,13.663082,100,70,50,83.201021,31.163082
"habit",0.072000,0,0,0.060000,7,0.800000,1,20.678290,90,30,30,254.069985,31.178290
"habit",0.072000,0.220000,0.120000,0.060000,7,0,1,17.179238,100,20,40,152.003956,31.179238
"habit",0.036000,0.176000,0,0.060000,4,0,1,10.189182,90,70,60,51.046508,31.189182
"random",0.072000,0.220000,0.160000,0.060000,7,0,1,17.225026,90,50,40,155.620132,31.225026
"habit",0.072000,0.220000,0.200000,0.060000,7,0.400000,1,17.232609,80,30,40,188.765338,31.232609
"habit",0.036000,0.132000,0.040000,0.060000,9,0.400000,1,20.740648,70,30,30,1.5104683808729256e+23,31.240648
"habit",0.072000,0.132000,0.200000,0.060000,4,1,1,13.798438,90,60,50,64.143087,31.298438
"habit",0,0.176000,0.080000,0.060000,12,0.800000,1,24.313874,70,20,20,1.6454607918762838e+83,31.313874
"habit",0.036000,0.176000,0.160000,0.060000,4,0.800000,1,13.874080,80,70,50,84.482072,31.374080
"habit",0.072000,0.220000,0.120000,0.060000,4,1,1,13.879361,100,70,50,64.107488,31.379361
"random",0.144000,0.088000,0.160000,0.060000,9,0,1,17.385437,80,40,40,128.782085,31.385437
"random",0.036000,0.176000,0.080000,0.060000,4,0,1,13.921051,80,60,50,81.567927,31.421051
"random",0.108000,0,0,0.060000,9,0,1,17.460611,90,60,40,283.742161,31.460611
"random",0.072000,0,0.120000,0.060000,2,0,1,10.469225,90,30,60,51.750422,31.469225
"random",0.180000,0.088000,0.200000,0.060000,2,0,1,10.470399,80,10,60,50.723365,31.470399
"random",0.036000,0,0.080000,0.060000,4,0,1,14.013225,100,90,50,81.086495,31.513225
"random",0.108000,0,0.080000,0.060000,2,0,1,10.520075,80,50,60,51.177881,31.520075
"random",0.036000,0.176000,0,0.060000,7,0,1,10.522706,90,50,60,53.824740,31.522706
"habit",0.036000,0.044000,0.080000,0.060000,4,1,1,14.027017,90,30,50,84.648607,31.527017
"habit",0.180000,0,0.160000,0.060000,7,1,1,17.527748,70,50,40,75.422313,31.527748
"habit",0,0.220000,0.080000,0.060000,12,1,1,17.529645,50,40,40,3.794308389651075e+66,31.529645
"random",0.072000,0.132000,0.120000,0.060000,2,0,1,10.562993,80,20,60,51.767971,31.562993
"habit",0.072000,0.176000,0.040000,0.060000,2,0.200000,1,10.583329,90,40,60,51.710796,31.583329
"habit",0.108000,0.132000,0.040000,0.060000,7,0.600000,1,14.152078,60,50,50,92.747276,31.652078
"random",0.036000,0,0.160000,0.060000,4,0,1,14.152102,100,80,50,83.918652,31.652102
"habit",0.180000,0.132000,0.040000,0.060000,14,0.400000,1,17.652821,60,10,40,571.195749,31.652821
"habit",0.180000,0.132000,0,0.060000,14,0.200000,1,10.679487,80,50,60,53.512257,31.679487
"random",0.036000,0.176000,0,0.060000,9,0,1,10.719383,100,70,60,56.874088,31.719383
"habit",0.036000,0.220000,0.120000,0.060000,2,0.600000,1,10.736902,90,40,60,53.751010,31.736902
"habit",0.036000,0.176000,0.160000,0.060000,2,0.600000,1,10.783827,90,50,60,53.662541,31.783827
"habit",0.108000,0.176000,0.040000,0.060000,7,0.800000,1,14.340128,80,40,50,88.604661,31.840128
"habit",0.036000,0,0.120000,0.060000,2,0.800000,1,10.859663,100,50,60,53.546066,31.859663
"habit",0.036000,0.220000,0.080000,0.060000,12,0,1,21.384463,60,40,30,8.027566107722471e+49,31.884463
"habit",0.036000,0.088000,0.160000,0.060000,2,0.200000,1,10.886978,100,60,60,53.593109,31.886978
"random",0.180000,0,0.080000,0.060000,7,0,1,14.420977,60,10,50,70.327596,31.920977
"random",0.036000,0.044000,0,0.060000,9,0,1,10.944971,90,60,60,56.715946,31.944971
"random",0.144000,0.176000,0.160000,0.060000,9,0,1,17.972874,50,50,40,122.336439,31.972874
"random",0,0.220000,0.040000,0.060000,9,0,1,14.507796,100,40,50,3.8308220880789123e+25,32.007796
"habit",0.036000,0.132000,0.080000,0.060000,4,0.200000,1,14.521578,100,70,50,83.151450,32.021578
"habit",0.144000,0.132000,0.080000,0.060000,7,1,1,21.542596,90,50,30,86.244663,32.042596
"habit",0.036000,0.220000,0.080000,0.060000,9,1,1,21.614944,50,30,30,4.13011978839885e+28,32.114944
"random",0.108000,0.220000,0.040000,0.060000,12,0,1,11.119781,50,50,60,74.406497,32.119781
"random",0.180000,0.088000,0.200000,0.060000,12,0,1,21.619987,70,50,30,370.237984,32.119987
"habit",0.036000,0.044000,0.120000,0.060000,2,1,1,11.138309,100,40,60,53.670045,32.138309
"habit",0.144000,0.132000,0.080000,0.060000,12,0.200000,1,21.691836,70,40,30,584936100.802235,32.191836
"habit",0.036000,0,0.080000,0.060000,4,0.800000,1,14.701196,100,60,50,82.876276,32.201196
"habit",0.036000,0,0.120000,0.060000,7,0,1,21.736805,80,60,30,48192504618.340324,32.236805
"habit",0.036000,0.132000,0.200000,0.060000,2,0.600000,1,11.237900,90,60,60,53.744739,32.237900
"random",0.108000,0.220000,0.040000,0.060000,14,0,1,11.249300,30,40,60,82.459223,32.249300
"habit",0.036000,0.176000,0.200000,0.060000,4,1,1,14.749685,90,60,50,86.323567,32.249685
"random",0.072000,0.044000,0,0.060000,14,0,1,11.294360,90,50,60,59.175357,32.294360
"random",0.144000,0.132000,0.040000,0.060000,7,0,1,14.800557,60,40,50,75.999851,32.300557
"random",0.180000,0.044000,0.200000,0.060000,12,0,1,18.317591,70,20,40,339.789566,32.317591
"habit",0.108000,0.176000,0.040000,0.060000,14,0.200000,1,11.391594,70,20,60,87.990534,32.391594
"random",0.108000,0,0.200000,0.060000,7,0,1,18.416955,70,50,40,100.388474,32.416955
"random",0,0.220000,0.080000,0.060000,7,0,1,18.561767,90,60,40,4.690042563717111e+23,32.561767
"random",0,0.088000,0.040000,0.060000,4,0,1,18.615886,100,60,40,174348980.746739,32.615886
"random",0.144000,0,0.040000,0.060000,9,0,1,18.618230,80,30,40,127.412326,32.618230
"habit",0.036000,0.220000,0.040000,0.060000,7,0.600000,1,15.120932,80,70,50,210645.911118,32.620932
"random",0.072000,0.220000,0.040000,0.060000,12,0,1,11.624771,50,30,60,100.917029,32.624771
"habit",0.072000,0.220000,0.160000,0.060000,7,0.200000,1,15.137520,90,50,50,172.236439,32.637520
"random",0.036000,0.220000,0.120000,0.060000,4,0,1,15.175553,90,70,50,83.381556,32.675553
"random",0.144000,0.176000,0.160000,0.060000,7,0,1,15.186322,80,30,50,78.433582,32.686322
"random",0.144000,0.220000,0.080000,0.060000,14,0,1,18.720748,70,30,40,619720923366620.125000,32.720748
"random",0.072000,0.220000,0.040000,0.060000,14,0,1,11.734382,30,30,60,117.423219,32.734382
"random",0.144000,0.044000,0.160000,0.060000,4,0,1,11.736947,60,50,60,55.727083,32.736947
"random",0.180000,0.088000,0.080000,0.060000,4,0,1,11.762027,80,30,60,54.478995,32.762027
"habit",0.036000,0.044000,0.040000,0.060000,4,0.800000,1,15.298215,90,50,50,85.357846,32.798215
"habit",0.036000,0.176000,0,0.060000,12,0.600000,1,11.899971,90,70,60,65.089095,32.899971
"habit",0.036000,0.220000,0.040000,0.060000,9,0.800000,1,15.409919,80,40,50,41259552277.057678,32.909919
"habit",0.108000,0.176000,0.120000,0.060000,7,0,1,15.425693,70,40,50,92.492272,32.925693
"habit",0.180000,0.044000,0.120000,0.060000,12,0.200000,1,18.932405,60,30,40,494.619159,32.932405
"random",0.108000,0.176000,0.160000,0.060000,9,0,1,19.006655,70,30,40,219.699966,33.006655
"random",0.180000,0.088000,0.040000,0.060000,14,0,1,26.075554,50,30,20,9232158810977143000,33.075554
"habit",0.108000,0,0.200000,0.060000,7,0.800000,1,19.081689,100,40,40,107.066254,33.081689
"random",0.144000,0.220000,0.200000,0.060000,9,0,1,19.099934,90,30,40,121.114141,33.099934
"habit",0.036000,0.044000,0,0.060000,14,0.200000,1,12.101201,80,50,60,72.310719,33.101201
"random",0.108000,0.044000,0.040000,0.060000,9,0,1,19.153139,80,30,40,222.683959,33.153139
"habit",0.108000,0.088000,0.200000,0.060000,7,0,1,15.688782,90,60,50,94.122446,33.188782
"habit",0.036000,0.220000,0.160000,0.060000,4,1,1,15.713505,100,70,50,83.094531,33.213505
"random",0.072000,0.220000,0.120000,0.060000,12,0,1,26.251835,50,50,20,1.7459789147623133e+59,33.251835
"random",0.144000,0.044000,0.200000,0.060000,7,0,1,15.796389,80,20,50,77.822835,33.296389
"habit",0.180000,0.132000,0.160000,0.060000,9,0.600000,1,19.308648,70,60,40,123.732206,33.308648
"habit",0.144000,0.176000,0.200000,0.060000,9,0.800000,1,22.846853,80,40,30,229.450441,33.346853
"habit",0.108000,0.044000,0.080000,0.060000,9,0.600000,1,22.849647,90,40,30,935.754884,33.349647
"habit",0.108000,0.132000,0.040000,0.060000,14,0,1,19.377526,70,10,40,3.4263500954462353e+27,33.377526
"habit",0.036000,0.132000,0,0.060000,4,1,1,12.402225,100,80,60,51.371168,33.402225
"random",0,0.044000,0.080000,0.060000,7,0,1,26.433538,60,70,20,8.066443589641277e+31,33.433538
"random",0.036000,0.132000,0.040000,0.060000,12,0,1,19.473147,50,0,40,7.504422141946987e+46,33.473147
"random",0.072000,0.088000,0.040000,0.060000,7,0,1,16.057547,90,40,50,157.394717,33.557547
"random",0.144000,0.132000,0.040000,0.060000,9,0,1,16.069914,70,40,50,112.898628,33.569914
"random",0.108000,0.044000,0.200000,0.060000,9,0,1,19.604720,80,40,40,252.075332,33.604720
"random",0.108000,0.044000,0.200000,0.060000,7,0,1,16.174070,60,30,50,93.002705,33.674070
"habit",0.108000,0.132000,0.200000,0.060000,7,0.200000,1,16.338577,80,30,50,95.032083,33.838577
"habit",0.036000,0.132000,0.040000,0.060000,4,0,1,12.847524,100,60,60,81.337162,33.847524
"random",0.036000,0.176000,0.040000,0.060000,7,0,1,16.349902,90,50,50,2046162.181605,33.849902
"habit",0.180000,0.220000,0.080000,0.060000,14,1,1,20.010076,70,20,40,5379.555502,34.010076
"random",0.072000,0.176000,0.120000,0.060000,7,0,1,16.664589,80,70,50,162.497640,34.164589
"random",0.036000,0.132000,0.200000,0.060000,7,0,1,23.664744,70,50,30,4382036539.210317,34.164744
"habit",0.144000,0.176000,0.080000,0.060000,12,0.400000,1,23.679748,60,20,30,1703260832122.913086,34.179748
"habit",0,0.088000,0.040000,0.060000,14,0.400000,1,20.182816,50,40,40,6.321750795622392e+89,34.182816
"random",0.108000,0,0.080000,0.060000,9,0,1,20.187013,90,40,40,226.839060,34.187013
"habit",0.036000,0.176000,0.080000,0.060000,9,0.800000,1,27.197119,80,80,20,3.9636157402391664e+34,34.197119
"habit",0.036000,0,0.200000,0.060000,4,0.200000,1,13.220396,80,50,60,86.016022,34.220396
"habit",0.036000,0.220000,0.120000,0.060000,4,0.800000,1,13.290806,90,50,60,83.576451,34.290806
"random",0.144000,0.220000,0.120000,0.060000,14,0,1,23.793342,40,30,30,3.1824191512505816e+47,34.293342
"habit",0.180000,0.044000,0.120000,0.060000,9,0,1,16.795999,80,40,50,99.844698,34.295999
"habit",0.072000,0,0.080000,0.060000,7,0,1,16.796819,90,40,50,161.714635,34.296819
"random",0.108000,0.132000,0.040000,0.060000,7,0,1,13.359803,60,60,60,90.900581,34.359803
"habit",0.036000,0.088000,0.120000,0.060000,7,0.400000,1,23.868530,90,50,30,4044211732002.385254,34.368530
"habit",0.036000,0.044000,0.120000,0.060000,4,0,1,13.403735,80,60,60,82.932473,34.403735
"random",0.072000,0.088000,0.040000,0.060000,14,0,1,27.431803,70,20,20,2.029652331871369e+77,34.431803
"habit",0.180000,0.088000,0.040000,0.060000,14,0.200000,1,23.967851,80,50,30,2.5130655065493733e+23,34.467851
"random",0.036000,0.088000,0.080000,0.060000,4,0,1,13.472254,90,80,60,82.098031,34.472254
"habit",0.072000,0,0.160000,0.060000,7,0.400000,1,16.980429,90,60,50,168.403753,34.480429
"random",0.180000,0.176000,0.160000,0.060000,12,0,1,20.491382,70,40,40,316.318564,34.491382
"random",0.180000,0.176000,0.120000,0.060000,12,0,1,20.512383,70,30,40,327.112349,34.512383
"random",0.072000,0.088000,0.160000,0.060000,7,0,1,17.037536,90,50,50,165.234020,34.537536
"habit",0.108000,0.132000,0.200000,0.060000,9,0.400000,1,24.052334,90,50,30,372.162481,34.552334
"habit",0.036000,0.088000,0.080000,0.060000,7,0.200000,1,24.164393,70,60,30,114289324227.886154,34.664393
"random",0.036000,0.132000,0.160000,0.060000,7,0,1,24.206319,70,40,30,457622774034.305847,34.706319
"random",0.036000,0.176000,0,0.060000,4,0,1,10.234972,90,70,70,51.037798,34.734972
"random",0.072000,0.220000,0.200000,0.060000,7,0,1,17.254912,80,60,50,168.950969,34.754912
"habit",0.180000,0.220000,0.160000,0.060000,12,0,1,20.771492,80,40,40,302.167469,34.771492
"habit",0.036000,0.176000,0.120000,0.060000,4,0.600000,1,13.819637,90,70,60,81.945798,34.819637
"random",0.108000,0.088000,0.040000,0.060000,12,0,1,27.862156,70,30,20,4.953334402085773e+38,34.862156
"habit",0,0.132000,0.040000,0.060000,7,0,1,17.369472,100,70,50,9.724209971701353e+23,34.869472
"habit",0.108000,0.220000,0.160000,0.060000,9,0.600000,1,20.906536,100,50,40,357.960974,34.906536
"random",0.072000,0.132000,0,0.060000,7,0,1,10.411356,80,60,70,51.913414,34.911356
"habit",0.072000,0.220000,0.080000,0.060000,12,0.200000,1,20.981901,70,10,40,9.14048754295548e+35,34.981901
"habit",0.036000,0.176000,0.080000,0.060000,12,1,1,24.521078,50,30,30,1.2655945641657236e+66,35.021078
"random",0.144000,0.088000,0.040000,0.060000,14,0,1,24.536810,90,60,30,3.1854736865517093e+34,35.036810
"habit",0.036000,0.088000,0.040000,0.060000,4,1,1,14.040511,90,80,60,86.982249,35.040511
"habit",0.180000,0.176000,0.080000,0.060000,14,0.800000,1,24.585602,60,30,30,4.328247936885836e+23,35.085602
"habit",0.108000,0.088000,0.040000,0.060000,14,1,1,21.131735,80,60,40,1.4701716259706739e+36,35.131735
"random",0.036000,0.220000,0,0.060000,9,0,1,10.638552,90,80,70,56.748185,35.138552
"random",0.072000,0.176000,0.120000,0.060000,2,0,1,10.652244,80,80,70,51.841713,35.152244
"random",0.144000,0.176000,0.040000,0.060000,7,0,1,14.171686,60,30,60,73.954070,35.171686
"random",0.036000,0.176000,0.160000,0.060000,7,0,1,21.196100,80,60,40,32466305654.157852,35.196100
"random",0.036000,0.220000,0.080000,0.060000,9,0,1,21.202241,80,40,40,2.607167194828852e+22,35.202241
"habit",0.072000,0.176000,0.080000,0.060000,14,0.200000,1,24.711561,50,20,30,7.684049159645773e+71,35.211561
"random",0.036000,0.132000,0.080000,0.060000,2,0,1,10.754610,100,40,70,53.530242,35.254610
"random",0.036000,0.176000,0.200000,0.060000,7,0,1,21.259617,90,70,40,4371559688.485919,35.259617
"random",0.036000,0.132000,0,0.060000,9,0,1,10.823671,80,70,70,56.894375,35.323671
"habit",0.144000,0.044000,0.040000,0.060000,9,0.600000,1,24.884797,70,30,30,181.342152,35.384797
"random",0.036000,0.044000,0.200000,0.060000,7,0,1,21.427622,80,50,40,40245907285.291969,35.427622
"random",0,0.088000,0.040000,0.060000,14,0,1,28.437057,70,30,20,1.586929621206574e+106,35.437057
"habit",0.072000,0.132000,0.080000,0.060000,7,0.600000,1,17.953128,100,40,50,170.971258,35.453128
"habit",0.036000,0,0.080000,0.060000,2,0.600000,1,10.963441,100,50,70,53.876441,35.463441
"random",0.072000,0.044000,0.040000,0.060000,7,0,1,17.969104,100,40,50,167.394301,35.469104
"random",0.180000,0.132000,0.200000,0.060000,9,0,1,18.073723,50,30,50,97.784661,35.573723
"random",0.036000,0.044000,0.160000,0.060000,2,0,1,11.121132,90,70,70,53.644760,35.621132
"habit",0.036000,0.220000,0.200000,0.060000,2,1,1,11.142632,90,80,70,53.761586,35.642632
"habit",0.036000,0.044000,0,0.060000,12,0,1,11.159314,90,70,70,64.326215,35.659314
"random",0.036000,0.176000,0.080000,0.060000,14,0,1,25.173089,70,20,30,3.5708219447135763e+87,35.673089
"random",0.036000,0.088000,0,0.060000,14,0,1,11.212140,70,70,70,70.805183,35.712140
"random",0.036000,0.132000,0.160000,0.060000,2,0,1,11.227577,100,60,70,53.758085,35.727577
"random",0.036000,0.044000,0,0.060000,12,0,1,11.238022,100,70,70,63.705694,35.738022
"habit",0.072000,0.044000,0.200000,0.060000,7,0.800000,1,18.248138,90,50,50,259.130598,35.748138
"habit",0.180000,0.176000,0.160000,0.060000,9,0.800000,1,25.263276,80,50,30,138.844870,35.763276
"random",0.036000,0.044000,0.160000,0.060000,4,0,1,14.767775,90,50,60,86.496803,35.767775
"habit",0.108000,0.176000,0.160000,0.060000,9,0.400000,1,21.806931,100,50,40,342.477707,35.806931
"random",0.036000,0.044000,0.120000,0.060000,7,0,1,25.351395,90,70,30,1093253183793.401978,35.851395
"random",0.108000,0.220000,0.120000,0.060000,14,0,1,25.444613,40,50,30,1.4177363118508658e+66,35.944613
"random",0,0.220000,0.040000,0.060000,7,0,1,14.965045,90,40,60,69786643294429454000,35.965045
"habit",0.144000,0.088000,0.040000,0.060000,14,0,1,22.015727,80,40,40,3.1311582135027025e+28,36.015727
"random",0.108000,0.220000,0.120000,0.060000,12,0,1,29.092106,60,50,20,5.247280393482358e+40,36.092106
"habit",0.036000,0.088000,0.040000,0.060000,12,0.400000,1,29.110742,50,30,20,2.515272567591623e+77,36.110742
"random",0.036000,0.132000,0,0.060000,14,0,1,11.642286,90,70,70,72.105737,36.142286
"random",0.036000,0.088000,0.160000,0.060000,7,0,1,25.768237,70,50,30,7660634261850.370117,36.268237
"random",0.036000,0.220000,0.120000,0.060000,14,0,1,25.780649,70,60,30,3.1152753077184895e+99,36.280649
"habit",0,0.176000,0.120000,0.060000,4,0.400000,1,18.780941,90,50,50,145786157.028298,36.280941
"habit",0.180000,0.132000,0.200000,0.060000,9,0.800000,1,25.800929,80,40,30,162.045518,36.300929
"habit",0.036000,0.132000,0,0.060000,12,0.400000,1,11.810872,80,70,70,64.525573,36.310872
"habit",0.072000,0.088000,0.120000,0.060000,7,0.600000,1,18.821516,90,40,50,199.396474,36.321516
"random",0.180000,0.176000,0.080000,0.060000,14,0,1,22.334470,60,20,40,1527339659.640336,36.334470
"random",0.108000,0.220000,0.080000,0.060000,14,0,1,22.392464,70,20,40,4.450337774264415e+33,36.392464
"random",0.072000,0.088000,0.040000,0.060000,9,0,1,22.515419,70,20,40,82415055184.326385,36.515419
"habit",0.108000,0.044000,0.040000,0.060000,9,0.400000,1,26.018318,90,40,30,358.242040,36.518318
"habit",0,0.220000,0.160000,0.060000,7,1,1,29.624672,70,60,20,1.0343365769491008e+35,36.624672
"habit",0,0.176000,0.080000,0.060000,14,1,1,22.635884,50,10,40,8.68408160114802e+99,36.635884
"random",0.072000,0.132000,0.080000,0.060000,9,0,1,26.149323,70,50,30,1038513815339.986938,36.649323
"habit",0.036000,0.220000,0.040000,0.060000,14,0,1,12.155682,60,60,70,191812.550594,36.655682
"random",0.072000,0.176000,0.080000,0.060000,14,0,1,22.721178,70,40,40,2.962837953855453e+70,36.721178
"random",0.072000,0.220000,0.080000,0.060000,12,0,1,22.753122,70,50,40,5.561546663316914e+33,36.753122
"random",0.072000,0.176000,0.080000,0.060000,9,0,1,19.283979,70,60,50,6203659325.660409,36.783979
"random",0,0.220000,0.040000,0.060000,4,0,1,15.812417,100,70,60,69568973.689225,36.812417
"random",0.036000,0.132000,0.040000,0.060000,9,0,1,22.812938,70,40,40,1.3430296570937712e+22,36.812938
"habit",0.180000,0,0,0.060000,9,0.400000,1,19.314030,80,50,50,109.035346,36.814030
"random",0.144000,0.044000,0.040000,0.060000,9,0,1,19.399386,100,40,50,123.669943,36.899386
"habit",0.036000,0.176000,0.040000,0.060000,12,0.800000,1,12.432147,60,60,70,79248489.237621,36.932147
"random",0.072000,0.220000,0.080000,0.060000,9,0,1,19.487852,60,60,50,1866177.413133,36.987852
"random",0.036000,0.220000,0.040000,0.060000,14,0,1,12.519154,90,80,70,270028.614086,37.019154
"habit",0.108000,0.088000,0.040000,0.060000,12,0.800000,1,26.610715,80,20,30,2.5295613154914133e+45,37.110715
"random",0,0.176000,0.040000,0.060000,14,0,1,12.648631,50,50,70,2.6428588336964e+23,37.148631
"habit",0,0.176000,0.040000,0.060000,14,0.800000,1,12.737518,70,70,70,5.471375107801534e+22,37.237518
"habit",0.036000,0,0.200000,0.060000,7,0.400000,1,23.244270,70,50,40,669846921962.356445,37.244270
"random",0.036000,0.132000,0.040000,0.060000,7,0,1,19.772090,70,70,50,148325553.646993,37.272090
"habit",0.108000,0.088000,0.160000,0.060000,9,0,1,16.306839,70,30,60,197.723999,37.306839
"habit",0.036000,0.176000,0.200000,0.060000,7,0,1,23.309036,80,50,40,1283142698249.137695,37.309036
"random",0.036000,0.220000,0.080000,0.060000,7,0,1,19.810964,90,70,50,21790822.273763,37.310964
"habit",0,0.132000,0.160000,0.060000,2,0.200000,1,12.896481,80,60,70,545.592103,37.396481
"random",0,0.176000,0.080000,0.060000,9,0,1,26.896767,70,40,30,6.328503514724472e+45,37.396767
"random",0,0.176000,0.040000,0.060000,7,0,1,16.488970,70,50,60,1.2755017952191605e+22,37.488970
"random",0.036000,0.088000,0.040000,0.060000,14,0,1,27.114953,60,40,30,5.251551876588572e+95,37.614953
"random",0,0.044000,0,0.060000,9,0,1,13.133935,90,80,70,613930.364059,37.633935
"habit",0.036000,0.132000,0,0.060000,14,0.600000,1,13.135190,90,80,70,73.168171,37.635190
"habit",0.072000,0.088000,0.040000,0.060000,14,0.800000,1,23.693697,80,30,40,1.4790129711701515e+77,37.693697
"habit",0,0.176000,0.120000,0.060000,7,0.600000,1,27.220345,70,50,30,9.735919887231849e+31,37.720345
"random",0.144000,0.220000,0.200000,0.060000,12,0,1,27.273824,60,60,30,704639299091907,37.773824
"habit",0.180000,0.220000,0.160000,0.060000,9,1,1,23.790361,70,30,40,148.515471,37.790361
"random",0,0.220000,0.120000,0.060000,2,0,1,13.379715,100,80,70,558.166955,37.879715
"habit",0.072000,0.044000,0.160000,0.060000,7,0.600000,1,20.392898,90,40,50,216.939840,37.892898
"habit",0.072000,0.176000,0.120000,0.060000,7,1,1,27.441821,80,40,30,1690.604760,37.941821
"habit",0.108000,0.088000,0.160000,0.060000,7,1,1,23.957541,100,60,40,145.493580,37.957541
"habit",0.144000,0,0.120000,0.060000,9,0.800000,1,27.461544,90,40,30,253.168184,37.961544
"random",0.144000,0.088000,0.040000,0.060000,9,0,1,17.015706,70,40,60,122.883526,38.015706
"random",0.072000,0.176000,0.080000,0.060000,12,0,1,24.130270,50,40,40,7.964588496445475e+49,38.130270
"random",0,0.088000,0.080000,0.060000,2,0,1,13.649873,90,70,70,529.777298,38.149873
"random",0.036000,0.044000,0.040000,0.060000,4,0,1,13.684069,100,80,70,83.931570,38.184069
"random",0.036000,0.176000,0.080000,0.060000,7,0,1,20.727113,80,70,50,92526308.305986,38.227113
"habit",0.108000,0,0,0.060000,7,1,1,27.734735,80,30,30,184.205699,38.234735
"habit",0.108000,0.176000,0.080000,0.060000,14,0.400000,1,24.242706,70,40,40,1.2131562044360868e+52,38.242706
"random",0.036000,0.176000,0.120000,0.060000,7,0,1,20.751091,90,60,50,3964684966.373243,38.251091
"random",0.036000,0,0.120000,0.060000,7,0,1,24.290561,90,60,40,8129846378733.586914,38.290561
"habit",0,0.220000,0.080000,0.060000,7,0.600000,1,20.803996,100,50,50,1.072067869177883e+25,38.303996
"habit",0,0.220000,0,0.060000,12,0.600000,1,13.829207,90,90,70,1008870.893075,38.329207
"habit",0.036000,0.044000,0.080000,0.060000,7,0,1,20.842752,90,60,50,340356796810.040527,38.342752
"habit",0,0.176000,0.080000,0.060000,7,0.400000,1,20.845613,70,70,50,1.0102089829135281e+27,38.345613
"random",0,0.220000,0.200000,0.060000,7,0,1,27.851459,90,50,30,1.26159113540476e+29,38.351459
"habit",0.072000,0.220000,0.120000,0.060000,14,0.600000,1,27.883839,80,70,30,2.3737689120460702e+83,38.383839
"habit",0.072000,0.176000,0.080000,0.060000,7,0.800000,1,20.884853,80,40,50,195.820979,38.384853
"random",0.036000,0,0.160000,0.060000,7,0,1,24.410718,80,70,40,15082403499.728277,38.410718
"habit",0,0.088000,0.160000,0.060000,4,0.200000,1,17.411411,100,80,60,139927470.280014,38.411411
"habit",0.072000,0.088000,0,0.060000,7,0,1,10.423297,90,70,80,51.872967,38.423297
"random",0.072000,0,0.120000,0.060000,7,0,1,17.478079,90,60,60,188.680644,38.478079
"random",0.036000,0.220000,0.200000,0.060000,4,0,1,14.040686,100,70,70,84.115771,38.540686
"random",0,0.176000,0.200000,0.060000,4,0,1,17.622177,100,70,60,153386225.030859,38.622177
"habit",0.072000,0.220000,0.120000,0.060000,9,0.200000,1,21.162516,80,50,50,652198734.592824,38.662516
"random",0,0.132000,0.080000,0.060000,12,0,1,31.671479,60,60,20,3.188206731279785e+101,38.671479
"random",0,0.088000,0.200000,0.060000,7,0,1,24.704630,80,60,40,4.584399504222307e+31,38.704630
"habit",0.108000,0.176000,0.200000,0.060000,9,0.600000,1,24.746851,100,70,40,647.609667,38.746851
"random",0,0.220000,0.080000,0.060000,9,0,1,21.248544,50,50,50,8.635017529579695e+39,38.748544
"habit",0,0.220000,0.080000,0.060000,9,0.800000,1,21.270568,60,40,50,6.8733912598115405e+41,38.770568
"habit",0,0.176000,0,0.060000,9,0.200000,1,14.271507,90,70,70,15216.834180,38.771507
"random",0.036000,0.132000,0.120000,0.060000,7,0,1,24.805924,90,50,40,17868357031.729286,38.805924
"habit",0.072000,0.088000,0.040000,0.060000,12,0.600000,1,31.850862,90,40,20,1.0026813556279837e+57,38.850862
"habit",0.108000,0.220000,0.200000,0.060000,7,0.600000,1,17.910483,90,50,60,96.909937,38.910483
"random",0,0.220000,0,0.060000,12,0,1,14.464490,90,80,70,797618.779722,38.964490
"random",0.036000,0.176000,0.080000,0.060000,9,0,1,25.051952,70,40,40,1.8256558679157587e+28,39.051952
"habit",0.036000,0.132000,0.080000,0.060000,9,0.600000,1,32.055572,80,50,20,2.0250036600673432e+42,39.055572
"random",0.180000,0,0.120000,0.060000,12,0,1,21.652251,60,30,50,396.317074,39.152251
"habit",0.072000,0.088000,0.200000,0.060000,9,0,1,28.696065,60,60,30,134935279283461580,39.196065
"habit",0.036000,0.132000,0.080000,0.060000,12,0.800000,1,28.740482,60,30,30,3.6529887081436537e+98,39.240482
"random",0,0,0.040000,0.060000,4,0,1,18.268508,100,70,60,177481955.505731,39.268508
