mode,forgetfulness,tiredness,recovery,intensity,groupSize,propensity,repeats,top5SharePct,top10Stability1Pct,top10Stability10Pct,top10Stability20Pct,totalPower,oligarchyScore
"random",0.036000,0.088000,0.160000,0.060000,2,0,1,10.763197,90,30,30,53.546505,21.263197
"random",0.108000,0.132000,0,0.060000,12,0,1,10.770765,80,50,30,54.201289,21.270765
"habit",0.072000,0.088000,0.160000,0.060000,2,0.400000,1,10.779231,80,60,30,51.776100,21.279231
"habit",0.036000,0.132000,0.040000,0.060000,2,1,1,10.784823,90,30,30,53.542935,21.284823
"random",0.072000,0.220000,0.160000,0.060000,2,0,1,10.791956,90,60,30,51.755906,21.291956
"random",0.072000,0.220000,0,0.060000,12,0,1,10.794581,70,30,30,56.321295,21.294581
"habit",0.036000,0.044000,0.080000,0.060000,2,0.800000,1,10.797636,90,50,30,53.625393,21.297636
"habit",0.036000,0.044000,0.200000,0.060000,4,0.400000,1,14.301108,100,70,20,84.266753,21.301108
"habit",0.072000,0,0,0.060000,2,0.400000,1,10.804850,90,40,30,51.866594,21.304850
"habit",0.180000,0.220000,0.200000,0.060000,7,1,1,17.821006,60,30,10,77.651938,21.321006
"random",0.108000,0.220000,0,0.060000,14,0,1,10.826872,100,40,30,55.852712,21.326872
"random",0.180000,0.220000,0.160000,0.060000,12,0,1,17.840847,60,40,10,273.332110,21.340847
"random",0.108000,0,0,0.060000,7,0,1,14.346314,60,20,20,93.745870,21.346314
"habit",0.072000,0.220000,0.160000,0.060000,2,1,1,10.847643,80,40,30,51.790458,21.347643
"random",0.036000,0.220000,0.040000,0.060000,2,0,1,10.848769,100,40,30,53.570984,21.348769
"habit",0.072000,0.220000,0.120000,0.060000,2,0.800000,1,10.849101,100,40,30,51.788949,21.349101
"habit",0.180000,0.044000,0.160000,0.060000,7,0,1,14.357708,70,40,20,71.450076,21.357708
"habit",0.036000,0,0.200000,0.060000,2,0,1,10.869700,80,60,30,53.635210,21.369700
"random",0.036000,0.088000,0.200000,0.060000,2,0,1,10.876572,100,50,30,53.525145,21.376572
"habit",0.108000,0.044000,0,0.060000,12,0.400000,1,10.923201,70,30,30,54.060110,21.423201
"habit",0.036000,0.176000,0.040000,0.060000,2,0,1,10.957057,90,70,30,53.559815,21.457057
"habit",0.108000,0.176000,0.160000,0.060000,7,0.200000,1,14.459554,90,30,20,95.552847,21.459554
"habit",0.072000,0.044000,0.120000,0.060000,7,0.400000,1,17.965791,70,20,10,158.873231,21.465791
"habit",0.144000,0.220000,0.200000,0.060000,7,0.800000,1,17.986718,90,40,10,82.611016,21.486718
"random",0.144000,0,0.200000,0.060000,7,0,1,14.493047,90,30,20,78.963777,21.493047
"random",0.144000,0.176000,0.080000,0.060000,7,0,1,14.497251,60,50,20,75.911562,21.497251
"random",0.072000,0.044000,0,0.060000,12,0,1,11.006807,80,40,30,56.339906,21.506807
"habit",0.180000,0.044000,0,0.060000,12,0.800000,1,11.009328,80,50,30,52.607710,21.509328
"random",0.072000,0.220000,0.120000,0.060000,2,0,1,11.015463,90,80,30,51.863643,21.515463
"random",0.108000,0,0.120000,0.060000,9,0,1,18.024964,70,40,10,196.797027,21.524964
"habit",0.180000,0.044000,0.200000,0.060000,9,0.400000,1,18.039663,60,40,10,106.320915,21.539663
"habit",0.036000,0,0.160000,0.060000,2,1,1,11.062434,90,60,30,53.694384,21.562434
"random",0.180000,0.044000,0.080000,0.060000,7,0,1,14.565196,80,30,20,70.233004,21.565196
"random",0.108000,0.220000,0.120000,0.060000,7,0,1,14.634155,80,30,20,90.771546,21.634155
"random",0.144000,0.220000,0.040000,0.060000,14,0,1,11.181409,20,50,30,71.154778,21.681409
"habit",0.144000,0.132000,0.200000,0.060000,7,0.400000,1,14.688229,70,10,20,78.073856,21.688229
"random",0.144000,0.220000,0.040000,0.060000,12,0,1,11.215729,20,40,30,66.669790,21.715729
"random",0.108000,0.176000,0.120000,0.060000,7,0,1,14.715992,70,30,20,95.244415,21.715992
"habit",0.108000,0.132000,0,0.060000,12,0.800000,1,11.229536,80,50,30,54.536028,21.729536
"random",0.180000,0,0.160000,0.060000,7,0,1,14.730940,80,30,20,71.047543,21.730940
"habit",0.108000,0.220000,0.040000,0.060000,14,0.400000,1,11.238424,40,30,30,82.105202,21.738424
"habit",0.180000,0.220000,0.120000,0.060000,9,0.800000,1,18.262711,90,10,10,105.777282,21.762711
"random",0.108000,0.088000,0.040000,0.060000,7,0,1,14.765072,60,20,20,90.843099,21.765072
"habit",0.144000,0.044000,0.120000,0.060000,7,0.800000,1,14.779278,40,30,20,78.493932,21.779278
"random",0.180000,0,0.080000,0.060000,4,0,1,11.291766,70,10,30,54.600129,21.791766
"random",0.180000,0,0.160000,0.060000,9,0,1,18.324193,50,20,10,98.364910,21.824193
"habit",0.180000,0.132000,0.080000,0.060000,9,0.200000,1,14.839079,60,40,20,99.263290,21.839079
"random",0.180000,0.176000,0.120000,0.060000,7,0,1,14.869396,70,40,20,71.381891,21.869396
"random",0.144000,0.132000,0.120000,0.060000,4,0,1,11.418866,60,20,30,55.751753,21.918866
"random",0.144000,0.220000,0.200000,0.060000,7,0,1,14.920011,80,40,20,79.511839,21.920011
"random",0.180000,0.220000,0.120000,0.060000,4,0,1,11.420070,70,20,30,54.436098,21.920070
"habit",0.108000,0.044000,0,0.060000,14,0.600000,1,11.434510,90,70,30,56.005478,21.934510
"habit",0.108000,0.176000,0.120000,0.060000,9,0.200000,1,18.462832,60,30,10,231.967512,21.962832
"random",0.108000,0.176000,0.040000,0.060000,14,0,1,11.492589,60,20,30,85.442684,21.992589
"random",0.180000,0.176000,0.160000,0.060000,4,0,1,11.495953,60,20,30,54.815771,21.995953
"random",0.180000,0.220000,0.200000,0.060000,9,0,1,15.028041,80,30,20,94.245808,22.028041
"habit",0.144000,0.220000,0.040000,0.060000,4,1,1,11.553936,70,10,30,55.625165,22.053936
"habit",0.180000,0.220000,0.080000,0.060000,4,0.200000,1,11.567030,60,30,30,54.744889,22.067030
"habit",0.108000,0.220000,0.080000,0.060000,14,0.600000,1,18.576148,70,30,10,1.4204655926417593e+34,22.076148
"random",0.108000,0.044000,0.080000,0.060000,7,0,1,15.106931,80,10,20,96.212167,22.106931
"habit",0.144000,0.220000,0.120000,0.060000,4,0.200000,1,11.621270,60,40,30,55.834979,22.121270
"habit",0.180000,0.132000,0.120000,0.060000,4,0,1,11.647739,60,30,30,54.671737,22.147739
"habit",0.072000,0.088000,0,0.060000,14,0.600000,1,11.649160,90,50,30,59.453210,22.149160
"habit",0.144000,0.132000,0.120000,0.060000,9,0.200000,1,15.151212,50,20,20,123.320629,22.151212
"random",0.144000,0.044000,0.120000,0.060000,4,0,1,11.668141,90,20,30,55.809183,22.168141
"random",0.180000,0.176000,0.200000,0.060000,4,0,1,11.678188,70,10,30,54.822023,22.178188
"random",0.108000,0.176000,0.160000,0.060000,4,0,1,11.683107,70,30,30,57.660534,22.183107
"random",0.144000,0.176000,0.160000,0.060000,4,0,1,11.687177,70,20,30,55.766150,22.187177
"random",0.180000,0.220000,0.120000,0.060000,7,0,1,15.197034,60,40,20,71.353871,22.197034
"random",0.108000,0.088000,0.200000,0.060000,9,0,1,18.711193,70,30,10,236.626223,22.211193
"random",0.180000,0.132000,0.040000,0.060000,14,0,1,15.223955,40,20,20,538.991511,22.223955
"habit",0.144000,0.044000,0.080000,0.060000,4,0.400000,1,11.725107,70,30,30,56.046114,22.225107
"random",0.144000,0.132000,0.160000,0.060000,4,0,1,11.760930,70,30,30,55.957364,22.260930
"random",0.180000,0.132000,0.040000,0.060000,9,0,1,15.263049,50,30,20,91.659128,22.263049
"habit",0.180000,0,0.080000,0.060000,7,0.600000,1,15.263945,90,20,20,72.448317,22.263945
"habit",0.144000,0.044000,0.080000,0.060000,7,0.600000,1,15.266032,90,30,20,81.155566,22.266032
"random",0.108000,0.176000,0.040000,0.060000,12,0,1,11.768853,30,30,30,85.387575,22.268853
"random",0.144000,0,0.160000,0.060000,7,0,1,15.283062,70,30,20,78.811098,22.283062
"random",0.180000,0.044000,0.200000,0.060000,4,0,1,11.793818,80,30,30,54.625773,22.293818
"habit",0.144000,0.088000,0.160000,0.060000,9,0.200000,1,15.304696,50,30,20,118.913126,22.304696
"habit",0.108000,0.132000,0.200000,0.060000,4,0,1,11.806457,80,30,30,57.729506,22.306457
"habit",0.180000,0.044000,0.200000,0.060000,7,0.200000,1,15.316215,60,30,20,70.261997,22.316215
"habit",0.108000,0.176000,0.040000,0.060000,12,0,1,11.842689,60,10,30,83.982250,22.342689
"habit",0.180000,0.044000,0.040000,0.060000,4,0.400000,1,11.865865,80,40,30,54.554393,22.365865
"random",0.108000,0.132000,0.040000,0.060000,4,0,1,11.897476,90,10,30,57.662707,22.397476
"random",0.108000,0.176000,0.120000,0.060000,4,0,1,11.909810,70,20,30,58.225477,22.409810
"habit",0.108000,0.088000,0,0.060000,14,0.800000,1,11.929488,90,60,30,56.234469,22.429488
"habit",0.072000,0,0.200000,0.060000,4,0.400000,1,11.939211,70,60,30,62.644173,22.439211
"habit",0.144000,0.176000,0.040000,0.060000,14,0.400000,1,11.970250,60,30,30,74.525360,22.470250
"random",0.180000,0.176000,0.200000,0.060000,9,0,1,15.479641,70,30,20,98.394969,22.479641
"habit",0.072000,0.088000,0.160000,0.060000,4,0.600000,1,11.987050,100,50,30,62.354850,22.487050
"random",0.180000,0.044000,0.040000,0.060000,12,0,1,18.996901,80,10,10,273.798292,22.496901
"habit",0.180000,0.044000,0.080000,0.060000,7,0.800000,1,15.497734,80,10,20,73.114983,22.497734
"random",0.072000,0.176000,0.040000,0.060000,9,0,1,15.499434,60,10,20,6374.531881,22.499434
"random",0.108000,0.132000,0.080000,0.060000,9,0,1,19.004944,70,60,10,192.301215,22.504944
"random",0.144000,0.176000,0.200000,0.060000,9,0,1,15.505135,70,30,20,127.091339,22.505135
"random",0.144000,0.132000,0.080000,0.060000,4,0,1,12.006948,70,30,30,55.952791,22.506948
"habit",0.144000,0.132000,0.040000,0.060000,14,0.200000,1,19.009226,50,40,10,237479279947.802521,22.509226
"habit",0.144000,0,0.200000,0.060000,9,0,1,15.510670,50,30,20,122.027779,22.510670
"random",0.180000,0,0.200000,0.060000,12,0,1,19.028647,60,40,10,300.500614,22.528647
"random",0.144000,0,0.200000,0.060000,4,0,1,12.037247,80,20,30,55.749671,22.537247
"random",0.108000,0.088000,0.080000,0.060000,7,0,1,15.550433,90,40,20,93.453765,22.550433
"habit",0.108000,0.044000,0.080000,0.060000,4,0.200000,1,12.065546,80,10,30,57.755588,22.565546
"habit",0.180000,0,0.120000,0.060000,4,0.600000,1,12.072379,80,10,30,54.724355,22.572379
"habit",0.144000,0.132000,0.200000,0.060000,4,0.200000,1,12.080564,70,10,30,55.862272,22.580564
"habit",0.180000,0.044000,0.080000,0.060000,4,0.600000,1,12.093448,80,20,30,54.746215,22.593448
"random",0.180000,0,0.040000,0.060000,4,0,1,12.102274,70,30,30,55.058413,22.602274
"habit",0.072000,0,0.160000,0.060000,4,0.200000,1,12.102738,90,50,30,62.834942,22.602738
"habit",0.144000,0,0.120000,0.060000,4,0.400000,1,12.127032,80,20,30,55.820161,22.627032
"habit",0.144000,0.132000,0.080000,0.060000,9,0,1,15.633431,80,40,20,116.121200,22.633431
"random",0.180000,0.132000,0.200000,0.060000,4,0,1,12.134391,70,50,30,54.735913,22.634391
"random",0.072000,0,0.200000,0.060000,4,0,1,12.138455,80,30,30,62.329713,22.638455
"random",0.108000,0.176000,0.040000,0.060000,4,0,1,12.138573,80,40,30,57.909954,22.638573
"random",0.072000,0.088000,0.120000,0.060000,7,0,1,15.646318,80,30,20,161.687919,22.646318
"random",0.072000,0.132000,0.120000,0.060000,7,0,1,15.651282,80,40,20,151.847204,22.651282
"random",0.072000,0.044000,0.080000,0.060000,4,0,1,12.154611,80,60,30,62.334614,22.654611
"habit",0.180000,0.044000,0.160000,0.060000,4,1,1,12.157684,90,10,30,54.629692,22.657684
"habit",0.180000,0.220000,0.200000,0.060000,9,0,1,15.658463,80,40,20,97.033260,22.658463
"habit",0.072000,0.176000,0.040000,0.060000,4,0.400000,1,12.181828,80,40,30,61.936913,22.681828
"habit",0.180000,0.132000,0.200000,0.060000,7,0.600000,1,15.723306,80,60,20,72.715821,22.723306
"habit",0.144000,0.220000,0.160000,0.060000,4,0.400000,1,12.223907,70,20,30,55.786107,22.723907
"habit",0.108000,0,0.040000,0.060000,7,0,1,15.735394,90,50,20,96.509083,22.735394
"random",0.180000,0.044000,0.120000,0.060000,9,0,1,15.737379,60,0,20,96.466729,22.737379
"habit",0.036000,0.088000,0,0.060000,14,0.400000,1,12.239225,80,70,30,73.634151,22.739225
"random",0.108000,0.132000,0.120000,0.060000,7,0,1,15.742795,80,30,20,94.273693,22.742795
"habit",0.108000,0.220000,0.200000,0.060000,4,0.400000,1,12.251604,80,40,30,57.733099,22.751604
"random",0.180000,0.132000,0.160000,0.060000,9,0,1,15.760492,60,10,20,96.296732,22.760492
"random",0.180000,0.088000,0.120000,0.060000,12,0,1,19.275341,50,30,10,261.080296,22.775341
"habit",0.144000,0.088000,0.200000,0.060000,4,0,1,12.283926,80,50,30,56.097247,22.783926
"habit",0.108000,0,0.160000,0.060000,4,0.400000,1,12.286960,70,20,30,58.150381,22.786960
"random",0.144000,0.220000,0.120000,0.060000,4,0,1,12.291578,80,50,30,55.778744,22.791578
"habit",0.180000,0,0,0.060000,4,0,1,12.310851,80,40,30,54.704633,22.810851
"random",0.108000,0.044000,0.160000,0.060000,7,0,1,15.822038,80,30,20,97.259472,22.822038
"habit",0.180000,0.176000,0.040000,0.060000,12,0.400000,1,12.330629,50,20,30,68.668300,22.830629
"random",0.072000,0.132000,0.200000,0.060000,4,0,1,12.338787,80,50,30,62.748980,22.838787
"habit",0.036000,0.176000,0,0.060000,14,0.800000,1,12.344432,100,60,30,72.922177,22.844432
"random",0.144000,0,0.040000,0.060000,4,0,1,12.355455,70,30,30,56.192457,22.855455
"random",0.180000,0,0.160000,0.060000,12,0,1,15.865667,70,30,20,300.360937,22.865667
"random",0.180000,0.132000,0.120000,0.060000,9,0,1,15.885619,50,20,20,94.850974,22.885619
"habit",0.144000,0.220000,0.200000,0.060000,4,0.600000,1,12.387212,80,10,30,56.074911,22.887212
"habit",0.072000,0.220000,0.160000,0.060000,4,0,1,12.393637,70,50,30,62.260332,22.893637
"habit",0.180000,0.088000,0.040000,0.060000,9,1,1,22.910303,90,30,0,130.072721,22.910303
"habit",0.108000,0.176000,0.200000,0.060000,4,0.200000,1,12.423772,70,10,30,58.027976,22.923772
"habit",0.072000,0.220000,0.200000,0.060000,4,0.200000,1,12.449211,70,40,30,63.271282,22.949211
"habit",0.108000,0.044000,0.160000,0.060000,4,0.600000,1,12.462886,90,40,30,58.107616,22.962886
"random",0.072000,0.044000,0.200000,0.060000,7,0,1,15.972321,80,40,20,159.034361,22.972321
"habit",0.108000,0.220000,0.120000,0.060000,4,0,1,12.494252,70,40,30,58.174057,22.994252
"habit",0.180000,0.220000,0.080000,0.060000,9,0.600000,1,15.994482,80,0,20,93.170734,22.994482
"random",0.072000,0.044000,0.160000,0.060000,4,0,1,12.505466,100,20,30,62.705181,23.005466
"random",0.180000,0.044000,0.040000,0.060000,4,0,1,12.514074,70,30,30,55.090853,23.014074
"habit",0.108000,0.088000,0.080000,0.060000,7,0.600000,1,16.026083,90,40,20,102.645261,23.026083
"habit",0.180000,0.132000,0.040000,0.060000,12,0.200000,1,16.038805,30,30,20,181.578062,23.038805
"habit",0.144000,0.088000,0.200000,0.060000,9,0.400000,1,23.051453,90,40,0,159.200392,23.051453
"habit",0.144000,0.132000,0.040000,0.060000,4,0.600000,1,12.564073,80,20,30,55.743242,23.064073
"random",0.036000,0.044000,0.120000,0.060000,4,0,1,12.575894,80,20,30,80.625724,23.075894
"habit",0.072000,0.132000,0.040000,0.060000,4,0.200000,1,12.594041,90,60,30,62.380529,23.094041
"random",0.144000,0.088000,0.040000,0.060000,7,0,1,16.098963,60,20,20,77.416619,23.098963
"random",0.072000,0.132000,0.120000,0.060000,4,0,1,12.611154,90,50,30,63.498155,23.111154
"habit",0.108000,0.044000,0.080000,0.060000,7,0.400000,1,16.138918,80,20,20,93.921283,23.138918
"habit",0.072000,0.176000,0.040000,0.060000,9,0.800000,1,16.143698,70,10,20,3796.206361,23.143698
"habit",0.144000,0.088000,0.040000,0.060000,4,0.400000,1,12.647605,80,30,30,56.484357,23.147605
"habit",0.180000,0.132000,0.040000,0.060000,7,1,1,16.196526,70,40,20,70.994434,23.196526
"habit",0.144000,0.044000,0.040000,0.060000,7,0.400000,1,19.775523,80,30,10,86.362995,23.275523
"habit",0.072000,0.088000,0.120000,0.060000,4,0.400000,1,12.790639,70,40,30,62.256339,23.290639
"random",0.072000,0,0.080000,0.060000,4,0,1,12.793988,70,30,30,62.944706,23.293988
"random",0.144000,0,0.080000,0.060000,7,0,1,16.299418,70,50,20,80.304694,23.299418
"random",0.144000,0.088000,0.200000,0.060000,9,0,1,16.327186,60,40,20,120.842962,23.327186
"habit",0.180000,0.044000,0.160000,0.060000,9,0.200000,1,16.329963,60,20,20,99.061300,23.329963
"random",0.180000,0,0,0.060000,9,0,1,16.332574,60,30,20,99.615390,23.332574
"random",0.072000,0.176000,0.200000,0.060000,4,0,1,12.833021,70,30,30,63.193298,23.333021
"random",0.072000,0.220000,0.160000,0.060000,4,0,1,12.852948,90,50,30,63.109658,23.352948
"random",0.144000,0.220000,0.120000,0.060000,9,0,1,16.362471,50,20,20,112.359876,23.362471
"habit",0.036000,0,0,0.060000,4,0.400000,1,12.875465,90,60,30,81.932396,23.375465
"random",0.144000,0.132000,0.160000,0.060000,9,0,1,16.376626,60,30,20,119.804353,23.376626
"habit",0.108000,0,0.040000,0.060000,4,1,1,12.891365,100,50,30,58.843943,23.391365
"random",0.108000,0.088000,0.160000,0.060000,7,0,1,16.409251,90,30,20,94.011959,23.409251
"habit",0.072000,0.132000,0.160000,0.060000,4,0.800000,1,12.914983,70,40,30,62.764296,23.414983
"habit",0.072000,0.044000,0.080000,0.060000,4,0,1,12.922133,80,30,30,62.887459,23.422133
"habit",0.180000,0.044000,0.040000,0.060000,7,0.600000,1,16.448946,70,20,20,72.438969,23.448946
"habit",0.108000,0.220000,0.160000,0.060000,4,0.200000,1,12.996723,90,50,30,58.455859,23.496723
"habit",0.144000,0.220000,0.040000,0.060000,7,0,1,13.011170,50,30,30,72.624452,23.511170
"habit",0.072000,0.176000,0.080000,0.060000,4,0.600000,1,13.028806,80,50,30,63.147308,23.528806
"habit",0.108000,0.088000,0.120000,0.060000,4,0.600000,1,13.074357,100,30,30,57.841624,23.574357
"habit",0.180000,0.088000,0.120000,0.060000,4,1,1,13.099008,90,20,30,55.127723,23.599008
"habit",0.144000,0.176000,0.080000,0.060000,14,0.600000,1,23.632572,60,20,0,1.5241738570903288e+40,23.632572
"random",0.180000,0.088000,0.160000,0.060000,12,0,1,20.136722,60,10,10,357.023482,23.636722
"habit",0.144000,0.088000,0.120000,0.060000,9,0,1,16.658114,60,30,20,120.269787,23.658114
"habit",0.180000,0,0.120000,0.060000,7,0.800000,1,16.662646,50,20,20,75.179253,23.662646
"random",0.072000,0.132000,0.160000,0.060000,4,0,1,13.163289,90,40,30,62.842874,23.663289
"random",0.072000,0.220000,0.120000,0.060000,7,0,1,16.678865,70,40,20,156.367253,23.678865
"habit",0.180000,0.176000,0.040000,0.060000,7,0,1,13.179227,60,40,30,68.343066,23.679227
"habit",0.180000,0.176000,0.120000,0.060000,7,0.400000,1,16.682740,80,50,20,72.252291,23.682740
"habit",0.036000,0.220000,0.080000,0.060000,4,0.600000,1,13.214190,90,40,30,81.778413,23.714190
"random",0.072000,0,0.040000,0.060000,7,0,1,16.770439,80,40,20,172.245047,23.770439
"random",0.180000,0.044000,0.160000,0.060000,9,0,1,16.799664,50,40,20,98.894299,23.799664
"habit",0.036000,0.176000,0.040000,0.060000,4,0.200000,1,13.303618,90,50,30,81.805857,23.803618
"random",0.108000,0.132000,0.040000,0.060000,14,0,1,16.808194,50,30,20,3.2431968721552393e+22,23.808194
"habit",0.072000,0.220000,0.080000,0.060000,14,0.400000,1,20.328960,40,40,10,2.4647253448136963e+50,23.828960
"habit",0.108000,0,0.080000,0.060000,4,0,1,13.344325,80,30,30,58.344575,23.844325
"random",0.036000,0.132000,0.080000,0.060000,4,0,1,13.358197,70,60,30,86.055097,23.858197
"habit",0.072000,0.176000,0.160000,0.060000,4,1,1,13.359001,80,40,30,63.449416,23.859001
"habit",0.180000,0.088000,0.080000,0.060000,12,0.200000,1,23.904805,60,20,0,422.189501,23.904805
"random",0.180000,0.220000,0.120000,0.060000,9,0,1,16.927296,60,40,20,94.665042,23.927296
"random",0.144000,0.220000,0.120000,0.060000,7,0,1,13.454875,50,40,30,75.432800,23.954875
"habit",0.108000,0.088000,0.200000,0.060000,9,0.200000,1,20.466744,50,50,10,289.158058,23.966744
"random",0.036000,0,0.040000,0.060000,4,0,1,13.487696,100,60,30,82.525743,23.987696
"random",0,0.132000,0.040000,0.060000,14,0,1,17.013083,30,10,20,8.162967072090131e+72,24.013083
"habit",0.180000,0.220000,0.160000,0.060000,7,0.800000,1,17.023888,100,10,20,73.982744,24.023888
"habit",0.144000,0.220000,0,0.060000,2,0.600000,1,10.024402,80,20,40,50.045041,24.024402
"habit",0.180000,0.220000,0,0.060000,2,0.800000,1,10.027240,80,0,40,50.037127,24.027240
"random",0.036000,0.220000,0,0.060000,2,0,1,10.036478,100,30,40,50.165301,24.036478
"random",0.108000,0.132000,0,0.060000,2,0,1,10.041842,80,50,40,50.057047,24.041842
"habit",0.072000,0.088000,0,0.060000,2,0.800000,1,10.041894,90,60,40,50.086595,24.041894
"random",0.072000,0.132000,0,0.060000,2,0,1,10.044184,90,40,40,50.086930,24.044184
"habit",0.036000,0.132000,0,0.060000,2,0.800000,1,10.044362,100,50,40,50.166479,24.044362
"habit",0.036000,0.220000,0,0.060000,2,0,1,10.054471,100,60,40,50.178260,24.054471
"random",0.144000,0.176000,0.120000,0.060000,9,0,1,17.066891,60,30,20,127.970855,24.066891
"random",0.180000,0.088000,0,0.060000,4,0,1,10.087303,70,20,40,50.220542,24.087303
"random",0.180000,0.044000,0,0.060000,4,0,1,10.097566,80,20,40,50.207403,24.097566
"random",0.180000,0.132000,0,0.060000,4,0,1,10.102694,80,10,40,50.211356,24.102694
"habit",0.144000,0.132000,0.160000,0.060000,7,0.200000,1,13.607618,80,40,30,78.012266,24.107618
"habit",0.072000,0.044000,0,0.060000,4,0.800000,1,10.109279,80,30,40,50.526485,24.109279
"random",0.108000,0.088000,0,0.060000,4,0,1,10.110426,80,40,40,50.351876,24.110426
"habit",0.144000,0,0.040000,0.060000,9,0.400000,1,17.155710,60,30,20,125.774274,24.155710
"random",0.072000,0.044000,0,0.060000,4,0,1,10.156723,80,50,40,50.520412,24.156723
"random",0.072000,0.220000,0.080000,0.060000,7,0,1,13.664863,50,40,30,149.710882,24.164863
"habit",0.036000,0.044000,0,0.060000,4,0.600000,1,10.175604,80,40,40,51.028159,24.175604
"random",0.180000,0,0,0.060000,7,0,1,13.677385,70,0,30,69.592556,24.177385
"random",0.144000,0.044000,0.080000,0.060000,9,0,1,17.184016,90,20,20,120.858962,24.184016
"habit",0.072000,0.044000,0.040000,0.060000,4,1,1,13.691634,100,80,30,63.219902,24.191634
"random",0.036000,0.088000,0,0.060000,4,0,1,10.192393,90,60,40,51.056916,24.192393
"random",0.144000,0.044000,0,0.060000,7,0,1,10.225219,80,30,40,50.958266,24.225219
"habit",0,0.176000,0.040000,0.060000,9,0.400000,1,17.247647,100,50,20,8.149047247050224e+32,24.247647
"habit",0.144000,0.132000,0,0.060000,7,0.600000,1,10.257427,50,40,40,50.960741,24.257427
"habit",0.072000,0.088000,0.200000,0.060000,4,0.800000,1,13.767543,70,50,30,63.688558,24.267543
"habit",0.072000,0.044000,0.160000,0.060000,4,0.400000,1,13.784365,90,50,30,63.605076,24.284365
"habit",0.108000,0.132000,0,0.060000,7,0.400000,1,10.291930,80,30,40,51.239356,24.291930
"habit",0.072000,0.220000,0.040000,0.060000,9,1,1,13.801101,80,20,30,180.647822,24.301101
"habit",0.144000,0.044000,0.200000,0.060000,9,0.200000,1,17.306795,80,30,20,140.544654,24.306795
"habit",0.108000,0.220000,0.040000,0.060000,9,0,1,13.833511,60,30,30,108.785665,24.333511
"random",0.144000,0.044000,0.160000,0.060000,7,0,1,13.841323,70,20,30,75.747610,24.341323
"random",0.144000,0.132000,0.040000,0.060000,14,0,1,17.358213,60,0,20,48356285151.872375,24.358213
"random",0.108000,0.088000,0,0.060000,9,0,1,10.362736,70,50,40,52.086148,24.362736
"random",0.072000,0.176000,0,0.060000,9,0,1,10.386161,70,50,40,53.221221,24.386161
"random",0.072000,0.176000,0.160000,0.060000,4,0,1,13.887123,100,60,30,63.161606,24.387123
"habit",0.108000,0.044000,0.200000,0.060000,9,0,1,17.409100,50,40,20,219.328472,24.409100
"random",0.180000,0.176000,0.120000,0.060000,2,0,1,10.411996,80,20,40,50.734671,24.411996
"habit",0.144000,0.088000,0.080000,0.060000,2,0.400000,1,10.413067,80,30,40,50.890724,24.413067
"random",0.144000,0.220000,0,0.060000,9,0,1,10.415182,80,50,40,51.711109,24.415182
"random",0.036000,0.132000,0,0.060000,7,0,1,10.432179,90,70,40,53.696040,24.432179
"random",0.180000,0.044000,0,0.060000,12,0,1,10.436974,50,30,40,52.418675,24.436974
"random",0.144000,0.132000,0,0.060000,9,0,1,10.442738,70,50,40,51.682740,24.442738
"habit",0.108000,0.088000,0.120000,0.060000,7,0.800000,1,20.943808,90,50,10,105.566595,24.443808
"random",0.072000,0.044000,0,0.060000,9,0,1,10.469368,80,50,40,53.356309,24.469368
"random",0.036000,0.044000,0.200000,0.060000,4,0,1,13.974012,100,70,30,84.191007,24.474012
"habit",0.108000,0.220000,0.040000,0.060000,7,1,1,13.975503,70,40,30,82.015078,24.475503
"random",0.180000,0.220000,0.200000,0.060000,2,0,1,10.486709,80,20,40,50.729211,24.486709
"habit",0.108000,0.044000,0.120000,0.060000,7,0.600000,1,17.489588,90,50,20,101.124657,24.489588
"habit",0.180000,0.088000,0.120000,0.060000,2,0.800000,1,10.503321,80,10,40,50.727831,24.503321
"habit",0.144000,0.220000,0.160000,0.060000,2,0.200000,1,10.504939,80,40,40,50.930515,24.504939
"habit",0.180000,0.088000,0,0.060000,14,0,1,10.508106,60,30,40,53.462433,24.508106
"random",0.144000,0,0.200000,0.060000,2,0,1,10.510222,90,20,40,50.899043,24.510222
"random",0.144000,0.220000,0.200000,0.060000,2,0,1,10.515810,80,40,40,50.942686,24.515810
"habit",0.072000,0.044000,0.080000,0.060000,2,1,1,10.516631,100,40,40,51.760574,24.516631
"habit",0.108000,0.132000,0.200000,0.060000,2,1,1,10.531254,80,40,40,51.159410,24.531254
"habit",0.144000,0.088000,0.200000,0.060000,2,1,1,10.534472,90,20,40,50.891766,24.534472
"habit",0.108000,0.044000,0.040000,0.060000,2,1,1,10.550020,90,20,40,51.171991,24.550020
"random",0.108000,0.088000,0.200000,0.060000,2,0,1,10.558608,90,20,40,51.223864,24.558608
"random",0.144000,0.088000,0.040000,0.060000,2,0,1,10.562426,90,40,40,50.941892,24.562426
"random",0.180000,0,0.080000,0.060000,12,0,1,21.064647,60,40,10,286.470750,24.564647
"habit",0.108000,0,0.200000,0.060000,2,0.400000,1,10.572298,80,30,40,51.243131,24.572298
"random",0.144000,0.088000,0.080000,0.060000,2,0,1,10.574011,90,20,40,50.945604,24.574011
"random",0.144000,0,0.160000,0.060000,2,0,1,10.576071,90,20,40,50.887806,24.576071
