mode,forgetfulness,tiredness,recovery,intensity,groupSize,propensity,repeats,runaway,top5SharePct,top10Stability1Pct,top10Stability10Pct,top10Stability20Pct,totalPower,oligarchyScore
"random",0.200000,0.500000,0.040000,0.180000,4,0,1,0,13.061022,70,30,20,59.660986,20.061022
"random",0.400000,0,0.080000,0.180000,9,0,1,0,16.573521,20,30,10,126.925232,20.073521
"random",0,0.200000,0.040000,0.180000,14,0,1,0,13.086345,10,30,20,1.2696680925692512e+55,20.086345
"random",0.500000,0.300000,0.200000,0.180000,7,0,1,0,16.595745,30,0,10,73.859849,20.095745
"habit",0.400000,0.500000,0.040000,0.180000,7,0,1,0,13.097678,40,20,20,58.063061,20.097678
"random",0.500000,0.500000,0.160000,0.180000,7,0,1,0,16.604747,40,10,10,71.246905,20.104747
"habit",0.400000,0,0,0.180000,7,0,1,0,16.625749,30,20,10,80.818101,20.125749
"random",0.400000,0.300000,0.040000,0.180000,9,0,1,0,13.149541,30,30,20,62.155875,20.149541
"habit",0.300000,0.300000,0.120000,0.180000,4,0.800000,1,0,16.666457,90,40,10,59.784880,20.166457
"random",0.200000,0.300000,0.080000,0.180000,9,0,1,0,16.675301,30,30,10,731.015507,20.175301
"random",0.100000,0,0,0.180000,4,0,1,0,16.684197,70,50,10,86.812032,20.184197
"random",0.400000,0.100000,0.120000,0.180000,7,0,1,0,16.698701,30,30,10,80.018381,20.198701
"random",0.200000,0.200000,0.120000,0.180000,7,0,1,0,20.212825,70,20,0,173.405333,20.212825
"random",0.100000,0.500000,0.040000,0.180000,4,0,1,0,13.221280,60,20,20,71.245325,20.221280
"habit",0.300000,0.300000,0.080000,0.180000,12,0,1,0,16.735103,70,30,10,1574.920546,20.235103
"habit",0.300000,0.200000,0.040000,0.180000,9,0.600000,1,0,16.740295,40,10,10,138.812101,20.240295
"random",0.300000,0.300000,0.160000,0.180000,7,0,1,0,16.761193,40,20,10,93.337830,20.261193
"random",0,0.500000,0.080000,0.180000,12,0,1,0,13.300883,20,20,20,3.958800720208804e+65,20.300883
"random",0.200000,0.400000,0.080000,0.180000,12,0,1,0,13.307521,30,10,20,234.589526,20.307521
"random",0.200000,0.300000,0.040000,0.180000,7,0,1,0,13.321591,40,30,20,74.157843,20.321591
"habit",0.300000,0.400000,0.040000,0.180000,4,0.600000,1,0,13.322091,60,20,20,57.897791,20.322091
"habit",0.500000,0.500000,0.040000,0.180000,12,0.600000,1,0,13.323355,20,10,20,64.831946,20.323355
"habit",0.300000,0.300000,0.040000,0.180000,4,0.400000,1,0,13.334219,60,0,20,58.500879,20.334219
"random",0.400000,0.500000,0.120000,0.180000,12,0,1,0,16.839021,0,20,10,160.237702,20.339021
"habit",0.300000,0.500000,0.120000,0.180000,9,0.400000,1,0,16.853924,10,20,10,128.925281,20.353924
"random",0.200000,0.400000,0.080000,0.180000,4,0,1,0,13.356623,60,20,20,63.347612,20.356623
"random",0.300000,0.300000,0.040000,0.180000,9,0,1,0,13.356869,40,0,20,67.073538,20.356869
"habit",0.400000,0.300000,0.120000,0.180000,9,0.200000,1,0,16.880744,70,10,10,114.614478,20.380744
"random",0.500000,0,0.160000,0.180000,7,0,1,0,20.392967,60,10,0,76.451061,20.392967
"habit",0.500000,0.400000,0.040000,0.180000,4,1,1,0,13.395779,60,20,20,54.825500,20.395779
"habit",0.500000,0.300000,0.040000,0.180000,14,0.400000,1,0,13.409881,10,10,20,68.739251,20.409881
"habit",0.300000,0.200000,0.200000,0.180000,4,1,1,0,16.931325,90,40,10,60.225920,20.431325
"random",0.400000,0.500000,0.120000,0.180000,4,0,1,0,13.483321,60,10,20,56.664933,20.483321
"habit",0.400000,0.200000,0.080000,0.180000,7,0.800000,1,0,16.990052,70,30,10,81.566225,20.490052
"habit",0.300000,0.400000,0.080000,0.180000,4,0.800000,1,0,13.492675,60,10,20,58.771735,20.492675
"random",0,0.500000,0.080000,0.180000,7,0,1,0,17.000843,50,20,10,1.5160916193726318e+45,20.500843
"random",0.300000,0.100000,0.160000,0.180000,7,0,1,0,20.501565,60,20,0,105.977484,20.501565
"habit",0.300000,0.300000,0.040000,0.180000,9,0.800000,1,0,13.505241,40,10,20,67.955628,20.505241
"random",0.200000,0,0.160000,0.180000,7,0,1,0,20.510637,70,20,0,178.897632,20.510637
"habit",0.400000,0.100000,0.040000,0.180000,4,0.200000,1,0,13.514327,60,40,20,56.933959,20.514327
"habit",0.500000,0.400000,0.040000,0.180000,9,0.200000,1,0,13.522775,20,30,20,60.135094,20.522775
"habit",0.200000,0.400000,0.080000,0.180000,14,0.200000,1,0,13.527596,20,10,20,443.226220,20.527596
"habit",0.100000,0.400000,0,0.180000,12,0.600000,1,0,13.543072,80,50,20,67.430825,20.543072
"habit",0.400000,0.500000,0.160000,0.180000,4,0.400000,1,0,13.546535,60,50,20,56.721852,20.546535
"habit",0.500000,0.100000,0,0.180000,2,0,1,0,10.056940,90,30,30,50.045767,20.556940
"random",0.400000,0.400000,0,0.180000,2,0,1,0,10.058331,80,10,30,50.054610,20.558331
"random",0.300000,0.300000,0,0.180000,2,0,1,0,10.059181,80,10,30,50.069474,20.559181
"habit",0.400000,0.200000,0,0.180000,2,0,1,0,10.060877,80,0,30,50.054617,20.560877
"random",0.500000,0.200000,0,0.180000,2,0,1,0,10.062457,90,10,30,50.045785,20.562457
"habit",0.400000,0.500000,0,0.180000,2,0.600000,1,0,10.066911,90,20,30,50.054649,20.566911
"random",0.400000,0.500000,0.160000,0.180000,7,0,1,0,17.068018,30,20,10,78.303006,20.568018
"random",0.400000,0.200000,0,0.180000,2,0,1,0,10.068419,90,20,30,50.054681,20.568419
"habit",0.100000,0.500000,0,0.180000,2,0,1,0,10.078380,90,30,30,50.189779,20.578380
"habit",0.500000,0.500000,0.120000,0.180000,4,0.400000,1,0,13.582573,60,10,20,55.506676,20.582573
"habit",0.100000,0.100000,0,0.180000,2,0.400000,1,0,10.085225,90,50,30,50.189776,20.585225
"random",0.100000,0.300000,0,0.180000,2,0,1,0,10.086046,80,40,30,50.189806,20.586046
"habit",0.100000,0.200000,0,0.180000,2,0.600000,1,0,10.092768,80,40,30,50.189856,20.592768
"habit",0.300000,0.100000,0.160000,0.180000,7,0.800000,1,0,20.625971,90,40,0,133.326044,20.625971
"habit",0.500000,0.500000,0.040000,0.180000,4,0,1,0,13.627092,70,20,20,54.262942,20.627092
"random",0.500000,0.500000,0.080000,0.180000,4,0,1,0,13.641636,60,20,20,55.368075,20.641636
"habit",0.500000,0.300000,0.120000,0.180000,7,0.200000,1,0,17.145748,40,30,10,72.971318,20.645748
"habit",0.500000,0.500000,0.200000,0.180000,4,0.800000,1,0,13.657826,60,30,20,55.553955,20.657826
"random",0.100000,0.500000,0.080000,0.180000,14,0,1,0,13.679877,20,10,20,7.255177423756939e+33,20.679877
"random",0.200000,0.500000,0,0.180000,4,0,1,0,10.180764,60,20,30,50.600046,20.680764
"habit",0.400000,0,0.040000,0.180000,7,0.200000,1,0,17.196637,30,30,10,81.683682,20.696637
"random",0.500000,0.500000,0,0.180000,4,0,1,0,10.200787,60,30,30,50.275010,20.700787
"habit",0.300000,0.300000,0,0.180000,4,0.200000,1,0,10.210319,60,10,30,50.418429,20.710319
"habit",0.300000,0,0.120000,0.180000,4,0.200000,1,0,13.718555,60,0,20,59.220567,20.718555
"habit",0.300000,0.500000,0.120000,0.180000,4,0,1,0,13.720285,60,20,20,58.757768,20.720285
"habit",0.500000,0.400000,0,0.180000,4,0.800000,1,0,10.223705,60,20,30,50.275266,20.723705
"random",0.300000,0.200000,0.040000,0.180000,4,0,1,0,13.725464,60,10,20,58.748725,20.725464
"random",0.200000,0.500000,0.080000,0.180000,14,0,1,0,13.729984,10,20,20,382.582753,20.729984
"random",0.300000,0.300000,0,0.180000,4,0,1,0,10.238038,60,10,30,50.419138,20.738038
"random",0.200000,0.200000,0.120000,0.180000,4,0,1,0,13.744543,60,30,20,64.641538,20.744543
"random",0.100000,0.300000,0.040000,0.180000,4,0,1,0,13.748047,70,30,20,80.929224,20.748047
"habit",0.200000,0.300000,0.040000,0.180000,9,0.600000,1,0,13.752846,20,10,20,77.567440,20.752846
"random",0.200000,0.400000,0.200000,0.180000,4,0,1,0,13.758908,60,40,20,64.110956,20.758908
"random",0.400000,0.100000,0.200000,0.180000,4,0,1,0,13.772003,60,20,20,56.958024,20.772003
"random",0.300000,0.400000,0.080000,0.180000,4,0,1,0,13.780108,60,40,20,58.705428,20.780108
"random",0.400000,0.300000,0,0.180000,4,0,1,0,10.294790,80,10,30,50.329958,20.794790
"random",0.500000,0,0.080000,0.180000,7,0,1,0,17.305155,40,30,10,76.136862,20.805155
"habit",0.400000,0.400000,0.040000,0.180000,4,0.800000,1,0,13.818174,80,10,20,55.752468,20.818174
"random",0.200000,0.200000,0.040000,0.180000,9,0,1,0,17.360318,50,10,10,470.286885,20.860318
"random",0.100000,0.400000,0,0.180000,4,0,1,0,10.366800,90,40,30,51.158987,20.866800
"random",0.100000,0,0.200000,0.180000,4,0,1,0,17.371101,80,30,10,88.895915,20.871101
"habit",0.100000,0,0.160000,0.180000,4,0,1,0,17.390618,90,70,10,90.288059,20.890618
"random",0.500000,0.300000,0.200000,0.180000,4,0,1,0,13.893274,60,20,20,55.726771,20.893274
"habit",0.100000,0.500000,0.080000,0.180000,14,0.200000,1,0,13.901053,10,10,20,1.06307959704947e+34,20.901053
"random",0.400000,0.100000,0,0.180000,7,0,1,0,10.430489,30,0,30,51.161471,20.930489
"random",0.500000,0.500000,0.120000,0.180000,9,0,1,0,17.448574,20,20,10,88.774287,20.948574
"random",0.300000,0.400000,0.160000,0.180000,9,0,1,0,20.948895,30,20,0,165.794579,20.948895
"habit",0.500000,0.300000,0.200000,0.180000,4,0.400000,1,0,13.952089,70,40,20,55.761331,20.952089
"habit",0.400000,0.300000,0.120000,0.180000,4,1,1,0,13.953990,60,10,20,57.061865,20.953990
"random",0.500000,0.500000,0.120000,0.180000,4,0,1,0,13.955917,60,20,20,55.568907,20.955917
"random",0.300000,0.500000,0.160000,0.180000,7,0,1,0,17.473263,40,10,10,93.497989,20.973263
"random",0.200000,0.400000,0.160000,0.180000,7,0,1,0,17.489090,80,10,10,141.573400,20.989090
"habit",0.400000,0,0.160000,0.180000,4,0.600000,1,0,13.998305,60,40,20,57.102198,20.998305
"random",0.100000,0.200000,0.080000,0.180000,4,0,1,0,17.509692,70,30,10,89.059859,21.009692
"habit",0.500000,0.200000,0.040000,0.180000,12,0,1,0,14.014952,30,20,20,66.803196,21.014952
"random",0.400000,0.200000,0.040000,0.180000,9,0,1,0,17.556028,20,10,10,100.323403,21.056028
"habit",0.500000,0.200000,0.040000,0.180000,4,0.600000,1,0,14.056581,70,30,20,55.584776,21.056581
"habit",0.300000,0.300000,0,0.180000,7,0.400000,1,0,10.562441,30,20,30,51.490987,21.062441
"random",0.400000,0,0.200000,0.180000,4,0,1,0,14.063827,70,10,20,57.121111,21.063827
"random",0.300000,0.400000,0.160000,0.180000,4,0,1,0,14.069973,70,10,20,58.983844,21.069973
"habit",0.300000,0.200000,0.040000,0.180000,4,0.200000,1,0,14.086370,60,10,20,58.836242,21.086370
"habit",0.100000,0.300000,0,0.180000,12,0.400000,1,0,14.086812,90,50,20,67.816881,21.086812
"random",0.500000,0.400000,0.200000,0.180000,7,0,1,0,17.591034,40,10,10,73.313646,21.091034
"random",0.500000,0,0.160000,0.180000,4,0,1,0,14.093110,60,30,20,55.813545,21.093110
"random",0.400000,0.500000,0,0.180000,9,0,1,0,10.593538,50,10,30,52.015933,21.093538
"random",0.500000,0.300000,0.120000,0.180000,4,0,1,0,14.095060,70,20,20,55.659231,21.095060
"random",0.500000,0.100000,0.040000,0.180000,4,0,1,0,14.095283,70,40,20,55.720073,21.095283
"random",0.400000,0.500000,0.080000,0.180000,4,0,1,0,14.096795,70,20,20,56.480226,21.096795
"random",0.200000,0.400000,0.160000,0.180000,4,0,1,0,14.131555,60,40,20,64.259748,21.131555
"random",0.400000,0.100000,0.080000,0.180000,4,0,1,0,14.137526,70,20,20,57.017954,21.137526
"habit",0.400000,0.100000,0.120000,0.180000,4,0.600000,1,0,14.139773,60,20,20,57.088694,21.139773
"random",0.300000,0.200000,0.160000,0.180000,4,0,1,0,14.144072,60,10,20,59.224207,21.144072
"random",0.500000,0.300000,0.080000,0.180000,9,0,1,0,17.647863,20,40,10,90.559375,21.147863
"habit",0.300000,0.400000,0.080000,0.180000,14,0.400000,1,0,14.147893,10,10,20,135.811405,21.147893
"habit",0.500000,0.200000,0.080000,0.180000,4,0.800000,1,0,14.148652,60,0,20,55.762902,21.148652
"random",0.100000,0.100000,0,0.180000,7,0,1,0,10.651035,70,10,30,54.255109,21.151035
"habit",0.500000,0.400000,0.200000,0.180000,4,0.600000,1,0,14.173254,70,40,20,55.765082,21.173254
"random",0.100000,0.200000,0.040000,0.180000,4,0,1,0,14.186423,70,30,20,83.255894,21.186423
"habit",0.400000,0.200000,0.080000,0.180000,4,0.600000,1,0,14.187543,60,20,20,57.083253,21.187543
"random",0.200000,0.100000,0.200000,0.180000,4,0,1,0,14.198347,60,30,20,64.149409,21.198347
"habit",0.500000,0.400000,0.080000,0.180000,7,0.200000,1,0,17.700323,50,30,10,70.586806,21.200323
"habit",0.400000,0.300000,0.200000,0.180000,4,0.200000,1,0,14.214976,70,40,20,56.932183,21.214976
"random",0.100000,0.300000,0,0.180000,7,0,1,0,10.721429,70,50,30,54.266452,21.221429
"random",0.500000,0.100000,0.120000,0.180000,4,0,1,0,14.222475,70,30,20,55.769440,21.222475
"habit",0.300000,0.500000,0,0.180000,7,0.800000,1,0,10.729685,70,40,30,51.508587,21.229685
"random",0.200000,0.400000,0.120000,0.180000,7,0,1,0,17.731464,80,30,10,136.582441,21.231464
"habit",0.300000,0.100000,0.040000,0.180000,4,0,1,0,14.234165,60,30,20,59.337222,21.234165
"random",0.500000,0.500000,0,0.180000,9,0,1,0,10.745378,30,20,30,51.680360,21.245378
"random",0.300000,0.100000,0.200000,0.180000,7,0,1,0,17.745717,30,40,10,94.914102,21.245717
"random",0.400000,0.200000,0.120000,0.180000,12,0,1,0,21.250190,30,20,0,555.905373,21.250190
"habit",0.400000,0.500000,0.120000,0.180000,12,0.800000,1,0,17.760999,10,30,10,154.817286,21.260999
"random",0.200000,0.200000,0.040000,0.180000,4,0,1,0,14.262108,60,30,20,63.709721,21.262108
"random",0.300000,0.300000,0.120000,0.180000,4,0,1,0,14.276098,70,20,20,59.025535,21.276098
"random",0.100000,0.400000,0,0.180000,7,0,1,0,10.780569,70,20,30,54.271038,21.280569
"random",0.200000,0.300000,0.200000,0.180000,4,0,1,0,14.284139,60,20,20,64.043991,21.284139
"random",0.200000,0.200000,0,0.180000,7,0,1,0,10.785545,80,40,30,52.176306,21.285545
"random",0.300000,0,0.080000,0.180000,4,0,1,0,14.309450,60,10,20,59.308131,21.309450
"random",0.400000,0.100000,0,0.180000,9,0,1,0,10.811061,30,20,30,52.013977,21.311061
"habit",0.200000,0.500000,0,0.180000,7,0.600000,1,0,10.814201,80,50,30,52.181889,21.314201
"random",0.400000,0.500000,0.200000,0.180000,4,0,1,0,14.322975,70,20,20,56.960618,21.322975
"habit",0.500000,0.100000,0,0.180000,9,0.600000,1,0,10.830633,50,10,30,51.687879,21.330633
"habit",0.300000,0.200000,0,0.180000,9,0.400000,1,0,10.831284,50,10,30,52.616656,21.331284
"random",0.300000,0.500000,0.120000,0.180000,9,0,1,0,17.834301,20,30,10,134.566606,21.334301
"habit",0,0.500000,0.080000,0.180000,12,1,1,0,14.347160,0,30,20,1.1161255484340863e+66,21.347160
"random",0.500000,0.500000,0.120000,0.180000,12,0,1,0,17.851284,10,20,10,120.230323,21.351284
"habit",0.400000,0,0.080000,0.180000,4,0.200000,1,0,14.362436,60,30,20,57.319789,21.362436
"random",0.500000,0.500000,0.080000,0.180000,14,0,1,0,14.362914,20,10,20,85.439883,21.362914
"random",0.400000,0.500000,0.200000,0.180000,7,0,1,0,17.868221,50,20,10,78.688052,21.368221
"random",0.500000,0.200000,0.200000,0.180000,4,0,1,0,14.390016,70,30,20,55.799880,21.390016
"habit",0.200000,0.300000,0.040000,0.180000,7,0.400000,1,0,14.397193,70,10,20,75.309355,21.397193
"random",0.100000,0.400000,0.080000,0.180000,4,0,1,0,14.409683,70,40,20,81.378582,21.409683
"habit",0.500000,0.300000,0.200000,0.180000,7,0.600000,1,0,17.910468,40,40,10,73.128025,21.410468
"random",0.500000,0.400000,0.080000,0.180000,12,0,1,0,14.417482,10,40,20,79.547783,21.417482
"random",0.400000,0.100000,0.160000,0.180000,4,0,1,0,14.418132,60,30,20,57.152166,21.418132
"habit",0.200000,0.300000,0.080000,0.180000,14,0,1,0,17.919884,30,20,10,4.7526800587203586e+26,21.419884
"habit",0.300000,0.400000,0.200000,0.180000,4,0.200000,1,0,14.442949,60,50,20,59.093507,21.442949
"random",0.500000,0,0.120000,0.180000,4,0,1,0,14.458125,70,30,20,55.836434,21.458125
"random",0.400000,0.500000,0,0.180000,12,0,1,0,10.959069,30,0,30,53.754805,21.459069
"random",0.200000,0.500000,0,0.180000,9,0,1,0,10.965862,50,20,30,53.823101,21.465862
"habit",0.500000,0.200000,0.160000,0.180000,7,0.200000,1,0,17.979145,40,30,10,73.606517,21.479145
"random",0,0.500000,0.080000,0.180000,9,0,1,0,14.482085,30,10,20,1.8482174629714093e+55,21.482085
"random",0.500000,0.200000,0.120000,0.180000,4,0,1,0,14.495596,70,30,20,55.851407,21.495596
"habit",0.400000,0.500000,0.040000,0.180000,2,0.800000,1,0,11.003360,90,10,30,50.877693,21.503360
"random",0.300000,0,0.200000,0.180000,4,0,1,0,14.506569,70,10,20,59.369676,21.506569
"habit",0.200000,0.100000,0,0.180000,9,0,1,0,11.016376,60,30,30,53.789862,21.516376
"random",0.300000,0.300000,0,0.180000,9,0,1,0,11.018258,50,20,30,52.616488,21.518258
"habit",0.300000,0.300000,0,0.180000,9,0.600000,1,0,11.024088,70,10,30,52.620993,21.524088
"habit",0.100000,0.200000,0,0.180000,9,0,1,0,11.088068,60,20,30,57.715252,21.588068
"habit",0.500000,0.500000,0.120000,0.180000,2,0.200000,1,0,11.088679,80,20,30,50.914855,21.588679
"random",0.500000,0.100000,0.200000,0.180000,2,0,1,0,11.088916,80,10,30,50.916538,21.588916
"habit",0.500000,0.500000,0.040000,0.180000,2,1,1,0,11.090379,80,30,30,50.898671,21.590379
"habit",0.500000,0.400000,0.040000,0.180000,2,0.800000,1,0,11.091319,80,30,30,50.899960,21.591319
"random",0.400000,0.400000,0.160000,0.180000,7,0,1,0,18.094187,60,10,10,78.567790,21.594187
"random",0.400000,0.200000,0.080000,0.180000,4,0,1,0,14.600749,80,50,20,57.037467,21.600749
"random",0.500000,0.400000,0.120000,0.180000,2,0,1,0,11.100847,80,10,30,50.916182,21.600847
"habit",0.200000,0.500000,0.120000,0.180000,7,0,1,0,14.605261,70,10,20,123.899129,21.605261
"random",0.300000,0.300000,0.120000,0.180000,7,0,1,0,18.119334,60,30,10,96.007952,21.619334
"random",0.200000,0.300000,0.080000,0.180000,7,0,1,0,18.122534,80,10,10,136.389107,21.622534
"habit",0.400000,0.500000,0.160000,0.180000,2,0.200000,1,0,11.124212,80,20,30,51.091459,21.624212
"random",0.400000,0.100000,0.120000,0.180000,2,0,1,0,11.125164,80,40,30,51.100686,21.625164
"habit",0.500000,0.500000,0.160000,0.180000,2,0.400000,1,0,11.125412,80,30,30,50.917229,21.625412
"random",0.500000,0,0.120000,0.180000,2,0,1,0,11.125486,80,40,30,50.919335,21.625486
"random",0.400000,0.100000,0.200000,0.180000,2,0,1,0,11.126763,80,20,30,51.099279,21.626763
"habit",0.100000,0.300000,0.080000,0.180000,14,1,1,0,18.128563,70,10,10,5.808404544011994e+62,21.628563
"habit",0.500000,0.100000,0.160000,0.180000,2,0.800000,1,0,11.133109,80,10,30,50.919689,21.633109
"random",0.400000,0,0.080000,0.180000,2,0,1,0,11.133746,80,40,30,51.103650,21.633746
"random",0.400000,0.300000,0.160000,0.180000,2,0,1,0,11.141272,80,20,30,51.098236,21.641272
"habit",0.400000,0,0.120000,0.180000,2,0.200000,1,0,11.143459,80,30,30,51.102034,21.643459
"habit",0.400000,0.100000,0.080000,0.180000,2,0.200000,1,0,11.146054,80,30,30,51.104442,21.646054
"random",0.500000,0.200000,0.040000,0.180000,2,0,1,0,11.149808,80,30,30,50.909897,21.649808
"random",0.300000,0.500000,0.200000,0.180000,4,0,1,0,14.653493,70,20,20,59.363321,21.653493
"random",0.400000,0.200000,0,0.180000,12,0,1,0,11.153739,50,50,30,53.789625,21.653739
"random",0.500000,0.200000,0.160000,0.180000,4,0,1,0,14.658805,80,40,20,55.956360,21.658805
"habit",0.400000,0.400000,0,0.180000,14,0.200000,1,0,11.159678,40,30,30,55.348826,21.659678
"random",0.500000,0.300000,0,0.180000,12,0,1,0,11.162911,40,10,30,53.148621,21.662911
"habit",0.400000,0,0.080000,0.180000,2,0,1,0,11.176228,80,30,30,51.100982,21.676228
"habit",0.400000,0.200000,0.200000,0.180000,4,0,1,0,14.676596,70,40,20,57.179817,21.676596
"habit",0.100000,0,0.040000,0.180000,4,0.600000,1,0,18.178176,100,20,10,89.931294,21.678176
"random",0.500000,0,0.160000,0.180000,2,0,1,0,11.178473,90,20,30,50.923305,21.678473
"random",0.500000,0.300000,0.080000,0.180000,2,0,1,0,11.179533,80,30,30,50.911554,21.679533
"habit",0.200000,0.500000,0.080000,0.180000,2,0.600000,1,0,11.180338,80,10,30,51.979738,21.680338
"habit",0.100000,0.500000,0.080000,0.180000,7,0.800000,1,0,14.688224,80,10,20,2897.507136,21.688224
"random",0.400000,0.200000,0.160000,0.180000,2,0,1,0,11.194061,90,20,30,51.105955,21.694061
"random",0.400000,0.100000,0.040000,0.180000,4,0,1,0,14.699135,70,20,20,57.171632,21.699135
"random",0.200000,0.500000,0.200000,0.180000,14,0,1,0,21.704545,30,40,0,7.0536109513772345e+112,21.704545
"random",0.400000,0.300000,0,0.180000,14,0,1,0,11.204555,50,30,30,55.335158,21.704555
"habit",0.300000,0.500000,0,0.180000,12,0,1,0,11.208126,50,10,30,54.928335,21.708126
"random",0.500000,0,0.080000,0.180000,4,0,1,0,14.714761,70,30,20,55.896012,21.714761
"random",0.200000,0.100000,0.040000,0.180000,4,0,1,0,14.719443,70,20,20,64.249309,21.719443
"random",0.400000,0,0.120000,0.180000,2,0,1,0,11.221456,90,30,30,51.104318,21.721456
"habit",0.300000,0.200000,0.200000,0.180000,2,0.800000,1,0,11.230722,80,20,30,51.413652,21.730722
"random",0.500000,0.300000,0.200000,0.180000,2,0,1,0,11.232066,90,10,30,50.919073,21.732066
"random",0.100000,0.400000,0.160000,0.180000,2,0,1,0,11.247479,80,40,30,53.976754,21.747479
"random",0.100000,0.500000,0.080000,0.180000,2,0,1,0,11.261022,80,40,30,53.867106,21.761022
"habit",0.300000,0.100000,0.080000,0.180000,2,0,1,0,11.272465,80,40,30,51.426381,21.772465
"random",0.300000,0,0.120000,0.180000,2,0,1,0,11.274465,90,40,30,51.414882,21.774465
"random",0.400000,0.300000,0.200000,0.180000,2,0,1,0,11.287027,90,20,30,51.103202,21.787027
"random",0.500000,0.500000,0.200000,0.180000,4,0,1,0,14.791128,80,10,20,55.769748,21.791128
"random",0.100000,0.400000,0.080000,0.180000,12,0,1,0,14.797055,70,30,20,2.403451522536924e+29,21.797055
"habit",0.300000,0,0.200000,0.180000,2,0.400000,1,0,11.301642,90,30,30,51.408968,21.801642
"random",0.400000,0,0,0.180000,9,0,1,0,18.318785,20,30,10,123.190969,21.818785
"random",0.300000,0.500000,0.200000,0.180000,2,0,1,0,11.323811,80,0,30,51.361921,21.823811
"habit",0.400000,0,0.200000,0.180000,2,0.600000,1,0,11.328522,80,20,30,51.115065,21.828522
"random",0.300000,0.400000,0.080000,0.180000,2,0,1,0,11.338333,90,30,30,51.397198,21.838333
"random",0,0.300000,0.080000,0.180000,14,0,1,0,18.346578,60,20,10,1.8794212220165312e+114,21.846578
"habit",0.300000,0.300000,0.080000,0.180000,14,0.200000,1,0,18.349997,20,30,10,314.816407,21.849997
"random",0.200000,0.400000,0.160000,0.180000,2,0,1,0,11.351694,80,20,30,52.033798,21.851694
"random",0.300000,0.200000,0.080000,0.180000,2,0,1,0,11.351760,90,10,30,51.402766,21.851760
"random",0.500000,0.500000,0,0.180000,14,0,1,0,11.357451,40,10,30,54.407030,21.857451
"habit",0.200000,0.500000,0.200000,0.180000,2,0,1,0,11.377970,80,10,30,52.030941,21.877970
"habit",0.300000,0.200000,0.160000,0.180000,2,0.600000,1,0,11.391883,90,30,30,51.415047,21.891883
"random",0.300000,0.100000,0.080000,0.180000,2,0,1,0,11.394872,80,40,30,51.417394,21.894872
"habit",0.500000,0.300000,0.120000,0.180000,12,0.600000,1,0,21.894900,10,20,0,223.244620,21.894900
"habit",0.400000,0.100000,0.160000,0.180000,2,0.600000,1,0,11.397394,100,10,30,51.120369,21.897394
"habit",0.200000,0.500000,0.080000,0.180000,9,0,1,0,14.903007,40,20,20,128.911143,21.903007
"random",0.300000,0.100000,0.120000,0.180000,2,0,1,0,11.403472,90,30,30,51.414149,21.903472
"habit",0.300000,0.100000,0.200000,0.180000,2,0.600000,1,0,11.403877,90,20,30,51.416585,21.903877
"habit",0.500000,0.100000,0.120000,0.180000,4,0.800000,1,0,14.907340,80,10,20,56.071379,21.907340
"habit",0.400000,0.400000,0.200000,0.180000,2,0.200000,1,0,11.409918,90,50,30,51.117783,21.909918
"random",0.100000,0.400000,0.040000,0.180000,2,0,1,0,11.410590,80,10,30,53.808540,21.910590
"habit",0.200000,0.300000,0.040000,0.180000,2,0,1,0,11.425676,90,40,30,51.950270,21.925676
"habit",0.200000,0.100000,0.120000,0.180000,4,0.200000,1,0,14.926759,70,50,20,64.989894,21.926759
"random",0.100000,0.300000,0.040000,0.180000,2,0,1,0,11.428365,80,40,30,53.912291,21.928365
"habit",0.400000,0.100000,0.080000,0.180000,4,0.400000,1,0,14.929052,70,0,20,57.352556,21.929052
"habit",0.100000,0.400000,0.080000,0.180000,2,0.200000,1,0,11.431889,90,30,30,53.952263,21.931889
"habit",0.300000,0.500000,0.160000,0.180000,12,0.800000,1,0,21.932649,20,10,0,3911266032096.518066,21.932649
"random",0.200000,0,0.120000,0.180000,2,0,1,0,11.437975,80,10,30,52.061117,21.937975
"random",0.300000,0.400000,0,0.180000,14,0,1,0,11.440724,50,20,30,56.972446,21.940724
"random",0.300000,0.100000,0.200000,0.180000,2,0,1,0,11.452563,90,20,30,51.431624,21.952563
"habit",0.200000,0.400000,0.160000,0.180000,2,0.800000,1,0,11.457389,90,30,30,52.040127,21.957389
"random",0.200000,0.400000,0.200000,0.180000,2,0,1,0,11.457487,90,30,30,52.025443,21.957487
"habit",0.300000,0.400000,0.160000,0.180000,9,0.400000,1,0,18.464714,30,40,10,170.097430,21.964714
"habit",0.100000,0.300000,0.040000,0.180000,2,1,1,0,11.464909,80,50,30,53.877984,21.964909
"random",0.200000,0.500000,0.160000,0.180000,2,0,1,0,11.504464,80,20,30,52.030959,22.004464
"random",0.400000,0.300000,0.160000,0.180000,7,0,1,0,18.504833,50,20,10,79.676779,22.004833
"habit",0.100000,0.100000,0.200000,0.180000,2,0.200000,1,0,11.510289,80,50,30,54.064040,22.010289
"habit",0.200000,0.300000,0.200000,0.180000,2,0.800000,1,0,11.515789,90,30,30,52.053155,22.015789
"random",0.300000,0.200000,0,0.180000,14,0,1,0,11.518332,60,50,30,56.996103,22.018332
"habit",0.500000,0,0,0.180000,4,0,1,0,15.020115,80,10,20,55.982439,22.020115
