mode,forgetfulness,tiredness,recovery,intensity,groupSize,propensity,repeats,runaway,top5SharePct,top10Stability1Pct,top10Stability10Pct,top10Stability20Pct,totalPower,oligarchyScore
"habit",0.180000,0.088000,0,0.180000,4,0.400000,1,0,10.256033,70,20,0,50.628143,10.256033
"random",0.108000,0.132000,0,0.180000,4,0,1,0,10.307449,70,30,0,51.064883,10.307449
"random",0.180000,0.088000,0,0.180000,7,0,1,0,10.567256,60,30,0,52.294230,10.567256
"habit",0.072000,0.220000,0,0.180000,7,0.600000,1,0,11.143360,100,30,0,56.136333,11.143360
"random",0.072000,0.132000,0,0.180000,9,0,1,0,11.269629,90,40,0,60.876499,11.269629
"habit",0.144000,0.176000,0.160000,0.180000,2,0,1,0,11.376422,80,20,0,52.802788,11.376422
"random",0.180000,0.220000,0.120000,0.180000,2,0,1,0,11.394544,80,20,0,52.260047,11.394544
"random",0.108000,0.220000,0.160000,0.180000,2,0,1,0,11.451211,80,10,0,53.673448,11.451211
"random",0.180000,0.044000,0.040000,0.180000,2,0,1,0,11.495283,80,40,0,52.286703,11.495283
"habit",0.180000,0.132000,0.120000,0.180000,2,1,1,0,11.536087,100,40,0,52.133558,11.536087
"habit",0.108000,0.176000,0.120000,0.180000,2,0.800000,1,0,11.634080,80,10,0,53.770875,11.634080
"random",0.072000,0.044000,0.080000,0.180000,2,0,1,0,11.734226,80,20,0,55.767239,11.734226
"habit",0.144000,0.088000,0.160000,0.180000,2,0.800000,1,0,11.822286,80,20,0,52.874858,11.822286
"habit",0.144000,0.220000,0.200000,0.180000,2,0.400000,1,0,11.852864,90,20,0,52.929843,11.852864
"random",0.180000,0.132000,0,0.180000,2,0,1,0,10.067559,80,10,10,50.104708,13.567559
"habit",0.180000,0.132000,0,0.180000,2,0.400000,1,0,10.071056,90,20,10,50.111309,13.571056
"habit",0.180000,0.176000,0,0.180000,2,0.600000,1,0,10.080336,90,30,10,50.110656,13.580336
"habit",0.108000,0.132000,0,0.180000,2,0,1,0,10.090315,80,10,10,50.178630,13.590315
"random",0.108000,0.044000,0,0.180000,2,0,1,0,10.093746,80,30,10,50.175328,13.593746
"habit",0.108000,0.220000,0,0.180000,2,0.400000,1,0,10.095650,80,40,10,50.170320,13.595650
"random",0.180000,0.220000,0,0.180000,4,0,1,0,10.235884,60,30,10,50.644557,13.735884
"random",0.144000,0.088000,0,0.180000,4,0,1,0,10.313193,70,30,10,50.805183,13.813193
"habit",0.108000,0.220000,0,0.180000,4,0.600000,1,0,10.344160,90,0,10,51.061241,13.844160
"random",0.108000,0.132000,0,0.180000,7,0,1,0,10.564676,60,30,10,53.789564,14.064676
"habit",0.180000,0.176000,0.080000,0.180000,4,0,1,0,14.086692,60,20,0,64.886885,14.086692
"random",0.180000,0.044000,0,0.180000,7,0,1,0,10.684456,80,10,10,52.362620,14.184456
"random",0.108000,0.220000,0,0.180000,7,0,1,0,10.820446,80,30,10,53.907981,14.320446
"random",0.072000,0.220000,0,0.180000,7,0,1,0,10.878556,80,20,10,56.072069,14.378556
"random",0.144000,0.132000,0,0.180000,7,0,1,0,10.883509,60,20,10,52.863773,14.383509
"random",0.108000,0.176000,0,0.180000,7,0,1,0,10.922362,70,40,10,53.902916,14.422362
"habit",0.180000,0.044000,0.160000,0.180000,2,0.800000,1,0,11.102069,80,0,10,52.210923,14.602069
"random",0.108000,0.176000,0,0.180000,9,0,1,0,11.194663,70,20,10,57.196208,14.694663
"random",0.180000,0.132000,0.160000,0.180000,2,0,1,0,11.226805,80,30,10,52.262963,14.726805
"habit",0.144000,0.132000,0.120000,0.180000,2,0.800000,1,0,11.262014,80,30,10,52.829448,14.762014
"habit",0.180000,0.044000,0.200000,0.180000,2,1,1,0,11.263606,80,10,10,52.235309,14.763606
"random",0.108000,0,0.200000,0.180000,2,0,1,0,11.269708,80,30,10,53.521966,14.769708
"habit",0.144000,0.088000,0.120000,0.180000,2,0.600000,1,0,11.303055,80,20,10,52.815751,14.803055
"random",0.180000,0.088000,0.120000,0.180000,2,0,1,0,11.310404,80,50,10,52.226159,14.810404
"habit",0.180000,0.088000,0.200000,0.180000,2,0,1,0,11.320411,80,10,10,52.298265,14.820411
"habit",0.144000,0.220000,0,0.180000,9,0,1,0,11.411236,80,20,10,55.274517,14.911236
"random",0.108000,0.088000,0,0.180000,12,0,1,0,11.419028,70,50,10,64.267963,14.919028
"habit",0.180000,0.044000,0.120000,0.180000,2,0.600000,1,0,11.430488,80,20,10,52.235956,14.930488
"habit",0.180000,0.132000,0.080000,0.180000,2,0.800000,1,0,11.433123,80,30,10,52.225273,14.933123
"random",0.180000,0.044000,0.200000,0.180000,2,0,1,0,11.461508,80,30,10,52.216862,14.961508
"habit",0.180000,0,0.080000,0.180000,2,0.200000,1,0,11.466182,80,30,10,52.272604,14.966182
"random",0.144000,0.088000,0.200000,0.180000,2,0,1,0,11.469076,80,20,10,52.869665,14.969076
"random",0.144000,0,0.040000,0.180000,2,0,1,0,11.491150,80,30,10,52.853500,14.991150
"habit",0.144000,0.176000,0.080000,0.180000,2,0.800000,1,0,11.512581,80,50,10,52.734912,15.012581
"habit",0.180000,0.088000,0.080000,0.180000,2,0.600000,1,0,11.530200,80,30,10,52.281753,15.030200
"habit",0.144000,0.044000,0.200000,0.180000,2,0.800000,1,0,11.530241,80,30,10,52.717435,15.030241
"random",0.072000,0,0.160000,0.180000,4,0,1,0,15.037220,70,30,0,113.227470,15.037220
"habit",0.108000,0,0.120000,0.180000,2,0,1,0,11.542643,80,20,10,53.679437,15.042643
"habit",0.144000,0.176000,0.040000,0.180000,2,0.600000,1,0,11.546783,90,20,10,52.778051,15.046783
"random",0.144000,0.044000,0.120000,0.180000,2,0,1,0,11.560116,80,40,10,52.743059,15.060116
"habit",0.180000,0.176000,0.040000,0.180000,2,0.800000,1,0,11.562660,80,40,10,52.223598,15.062660
"random",0.144000,0.176000,0.040000,0.180000,4,0,1,0,15.091296,80,20,0,71.161724,15.091296
"habit",0.180000,0.176000,0.120000,0.180000,2,0,1,0,11.611604,90,20,10,52.292373,15.111604
"random",0.180000,0.176000,0,0.180000,14,0,1,0,11.612796,40,40,10,61.930567,15.112796
"habit",0.144000,0.044000,0.080000,0.180000,2,0.200000,1,0,11.628585,80,20,10,52.812029,15.128585
"random",0.180000,0.176000,0.080000,0.180000,2,0,1,0,11.629915,80,10,10,52.222966,15.129915
"habit",0.108000,0,0.080000,0.180000,2,1,1,0,11.641973,80,20,10,53.877549,15.141973
"random",0.180000,0,0.040000,0.180000,2,0,1,0,11.654402,80,10,10,52.350684,15.154402
"habit",0.108000,0.044000,0,0.180000,9,0.200000,1,0,11.656973,80,30,10,57.534912,15.156973
"habit",0.108000,0.220000,0.200000,0.180000,2,0.200000,1,0,11.658865,80,20,10,53.685756,15.158865
"random",0.180000,0,0,0.180000,2,0,1,0,11.684083,90,30,10,52.312948,15.184083
"random",0.144000,0.044000,0.080000,0.180000,2,0,1,0,11.735233,90,30,10,52.775257,15.235233
"random",0.108000,0.088000,0.160000,0.180000,2,0,1,0,11.759517,80,20,10,53.848571,15.259517
"random",0.144000,0,0,0.180000,2,0,1,0,11.767917,90,10,10,52.699072,15.267917
"random",0.144000,0.176000,0.160000,0.180000,2,0,1,0,11.802843,80,40,10,52.869949,15.302843
"habit",0.108000,0.132000,0.120000,0.180000,2,0.600000,1,0,11.810704,80,40,10,53.800542,15.310704
"random",0.180000,0,0.120000,0.180000,2,0,1,0,11.836658,90,30,10,52.278939,15.336658
"habit",0.144000,0.132000,0,0.180000,9,0.800000,1,0,11.853695,70,10,10,55.457930,15.353695
"random",0.072000,0.132000,0.080000,0.180000,2,0,1,0,11.871303,80,10,10,55.938297,15.371303
"habit",0.144000,0.220000,0.040000,0.180000,2,0.800000,1,0,11.892612,90,20,10,52.782399,15.392612
"random",0.108000,0.132000,0.160000,0.180000,2,0,1,0,11.895182,80,40,10,53.794996,15.395182
"random",0.108000,0,0.040000,0.180000,2,0,1,0,11.925432,80,20,10,53.792723,15.425432
"habit",0.036000,0.088000,0,0.180000,9,0,1,0,12.026820,80,40,10,77.853923,15.526820
"random",0.180000,0,0.200000,0.180000,4,0,1,0,15.527532,70,30,0,67.016201,15.527532
"random",0.108000,0.220000,0.160000,0.180000,4,0,1,0,15.546960,70,20,0,81.832703,15.546960
"habit",0.108000,0.088000,0.160000,0.180000,2,0.600000,1,0,12.084829,80,50,10,53.785761,15.584829
"habit",0.108000,0.132000,0.040000,0.180000,2,0.200000,1,0,12.103249,90,40,10,53.826654,15.603249
"random",0.072000,0.176000,0.160000,0.180000,2,0,1,0,12.173633,80,40,10,55.777367,15.673633
"random",0.144000,0.044000,0.200000,0.180000,4,0,1,0,15.758169,70,10,0,71.427525,15.758169
"random",0.072000,0.044000,0.040000,0.180000,2,0,1,0,12.259577,90,20,10,55.655572,15.759577
"habit",0.108000,0.088000,0.080000,0.180000,4,0.400000,1,0,15.765209,80,20,0,82.116192,15.765209
"habit",0.072000,0.088000,0.200000,0.180000,2,0.600000,1,0,12.289291,90,30,10,55.959729,15.789291
"random",0.180000,0,0.160000,0.180000,4,0,1,0,15.838213,70,30,0,66.769441,15.838213
"random",0.144000,0.088000,0.120000,0.180000,4,0,1,0,16.321260,80,20,0,71.547605,16.321260
"random",0.144000,0.220000,0.040000,0.180000,12,0,1,0,13.238056,40,30,10,152.026890,16.738056
"habit",0.108000,0.132000,0.040000,0.180000,4,0.400000,1,0,16.844001,70,10,0,83.311581,16.844001
"habit",0.108000,0.176000,0.040000,0.180000,14,0.200000,1,0,13.429595,60,20,10,889127003614714.500000,16.929595
"habit",0.180000,0.132000,0.200000,0.180000,4,0.400000,1,0,17.031232,70,40,0,67.988114,17.031232
"habit",0.144000,0.176000,0.040000,0.180000,14,0.400000,1,0,13.567257,50,40,10,309.919818,17.067257
"habit",0.180000,0.044000,0,0.180000,2,0,1,0,10.070135,90,10,20,50.111434,17.070135
"random",0.144000,0.220000,0,0.180000,2,0,1,0,10.071844,80,40,20,50.142292,17.071844
"habit",0.108000,0.044000,0,0.180000,2,0.800000,1,0,10.076370,80,20,20,50.175502,17.076370
"random",0.072000,0.044000,0,0.180000,2,0,1,0,10.079235,90,60,20,50.261901,17.079235
"random",0.144000,0.132000,0,0.180000,2,0,1,0,10.082609,90,50,20,50.134502,17.082609
"habit",0.180000,0.088000,0,0.180000,2,0.200000,1,0,10.085032,90,10,20,50.106870,17.085032
"random",0.036000,0.220000,0.040000,0.180000,14,0,1,0,13.585796,40,40,10,2.7217501836424944e+38,17.085796
"habit",0.144000,0.088000,0,0.180000,2,0,1,0,10.085865,90,0,20,50.142312,17.085865
"random",0.180000,0.176000,0,0.180000,2,0,1,0,10.086690,80,10,20,50.108283,17.086690
"habit",0.108000,0.176000,0,0.180000,2,0.200000,1,0,10.087199,80,60,20,50.174978,17.087199
"random",0.180000,0.088000,0,0.180000,2,0,1,0,10.090982,80,40,20,50.116312,17.090982
"habit",0.072000,0.220000,0,0.180000,2,0.200000,1,0,10.092377,90,30,20,50.258158,17.092377
"random",0.144000,0.088000,0,0.180000,2,0,1,0,10.094492,80,40,20,50.135518,17.094492
"habit",0.144000,0.176000,0,0.180000,2,0.400000,1,0,10.097572,90,30,20,50.137070,17.097572
"random",0.144000,0.176000,0,0.180000,2,0,1,0,10.099968,80,10,20,50.135834,17.099968
"random",0.072000,0.088000,0,0.180000,2,0,1,0,10.100723,90,40,20,50.267165,17.100723
"habit",0.180000,0.220000,0.040000,0.180000,4,0,1,0,13.698011,70,40,10,64.583516,17.198011
"habit",0.144000,0.132000,0,0.180000,4,0.400000,1,0,10.236577,70,20,20,50.797332,17.236577
"habit",0.180000,0.176000,0,0.180000,4,0.800000,1,0,10.244870,60,10,20,50.633580,17.244870
"random",0.108000,0.176000,0,0.180000,4,0,1,0,10.262666,60,30,20,51.111024,17.262666
"habit",0.144000,0.176000,0,0.180000,4,0.600000,1,0,10.276264,70,10,20,50.834982,17.276264
"habit",0.144000,0.220000,0,0.180000,4,0.800000,1,0,10.289263,70,30,20,50.791663,17.289263
"random",0.108000,0.220000,0,0.180000,4,0,1,0,10.314618,80,10,20,51.068447,17.314618
"habit",0.108000,0.176000,0,0.180000,4,0.400000,1,0,10.326716,70,50,20,51.071116,17.326716
"random",0.144000,0.220000,0,0.180000,4,0,1,0,10.329751,60,30,20,50.823050,17.329751
"random",0.180000,0.176000,0,0.180000,4,0,1,0,10.331598,80,10,20,50.699416,17.331598
"habit",0.072000,0.220000,0,0.180000,4,0.400000,1,0,10.342061,90,30,20,51.564890,17.342061
"random",0.144000,0.176000,0,0.180000,4,0,1,0,10.359533,80,50,20,50.787702,17.359533
"random",0.072000,0.176000,0,0.180000,4,0,1,0,10.418601,90,20,20,51.663725,17.418601
"random",0.180000,0.044000,0.080000,0.180000,4,0,1,0,13.922579,60,20,10,65.365945,17.422579
"habit",0.108000,0.132000,0,0.180000,4,0.200000,1,0,10.441224,100,30,20,51.030200,17.441224
"habit",0.072000,0.132000,0,0.180000,4,0,1,0,10.456708,90,40,20,51.634178,17.456708
"random",0.144000,0.176000,0.080000,0.180000,4,0,1,0,14.054120,80,20,10,71.675444,17.554120
"habit",0.180000,0.088000,0,0.180000,7,0.600000,1,0,10.557245,70,10,20,52.274437,17.557245
"habit",0.180000,0.220000,0,0.180000,7,0,1,0,10.690292,70,20,20,52.414921,17.690292
"random",0.180000,0.132000,0,0.180000,7,0,1,0,10.742027,80,0,20,52.319582,17.742027
"habit",0.180000,0.176000,0.040000,0.180000,4,1,1,0,14.349895,60,10,10,64.817289,17.849895
"habit",0.180000,0.044000,0,0.180000,7,0.400000,1,0,10.875577,80,40,20,52.478557,17.875577
"random",0.144000,0.176000,0,0.180000,7,0,1,0,10.877632,90,30,20,53.044336,17.877632
"habit",0.108000,0.088000,0,0.180000,7,0.200000,1,0,10.888958,70,50,20,53.974479,17.888958
"habit",0.144000,0.088000,0,0.180000,7,0.400000,1,0,10.914717,80,40,20,52.923386,17.914717
"random",0.144000,0.088000,0.040000,0.180000,4,0,1,0,14.421444,80,20,10,70.216704,17.921444
"habit",0.180000,0.044000,0.200000,0.180000,4,0,1,0,14.429331,70,10,10,66.245426,17.929331
"random",0.108000,0.044000,0,0.180000,7,0,1,0,10.954244,80,40,20,54.160780,17.954244
"random",0.144000,0.176000,0,0.180000,9,0,1,0,10.976317,60,20,20,55.172182,17.976317
"habit",0.108000,0.220000,0,0.180000,7,0.800000,1,0,10.982537,80,40,20,53.958806,17.982537
"random",0.144000,0.088000,0,0.180000,9,0,1,0,11.005389,50,20,20,55.333386,18.005389
"random",0.180000,0.220000,0.040000,0.180000,9,0,1,0,18.024693,40,20,0,347.205113,18.024693
"random",0.180000,0.044000,0,0.180000,9,0,1,0,11.043964,60,20,20,54.392095,18.043964
"random",0.144000,0.132000,0.040000,0.180000,4,0,1,0,14.548892,70,20,10,70.151369,18.048892
"habit",0.072000,0.132000,0,0.180000,7,0.200000,1,0,11.069878,100,70,20,56.017514,18.069878
"random",0.108000,0.088000,0,0.180000,7,0,1,0,11.074019,80,50,20,54.028071,18.074019
"random",0.108000,0.220000,0.040000,0.180000,2,0,1,0,11.122708,80,10,20,53.609147,18.122708
"habit",0.072000,0.088000,0.160000,0.180000,4,0.600000,1,0,18.168278,90,40,0,121.617849,18.168278
"random",0.108000,0.044000,0,0.180000,9,0,1,0,11.179429,70,50,20,57.211334,18.179429
"random",0.072000,0.176000,0,0.180000,7,0,1,0,11.213578,90,30,20,56.061742,18.213578
"random",0.144000,0.044000,0.160000,0.180000,2,0,1,0,11.217356,80,10,20,52.649819,18.217356
"habit",0.180000,0,0.200000,0.180000,2,0.800000,1,0,11.217885,80,20,20,52.233530,18.217885
"random",0.180000,0.088000,0.040000,0.180000,2,0,1,0,11.222722,80,20,20,52.254499,18.222722
"habit",0.180000,0.132000,0.160000,0.180000,4,0.200000,1,0,14.724365,70,0,10,65.948475,18.224365
"random",0.072000,0.220000,0,0.180000,9,0,1,0,11.239268,60,40,20,61.190345,18.239268
"random",0.144000,0.176000,0.040000,0.180000,2,0,1,0,11.289186,80,10,20,52.656526,18.289186
"habit",0.144000,0.176000,0,0.180000,12,0,1,0,11.312523,40,10,20,60.292566,18.312523
"habit",0.144000,0,0.200000,0.180000,2,0.600000,1,0,11.312994,80,30,20,52.707626,18.312994
"random",0.180000,0.176000,0,0.180000,9,0,1,0,11.324209,70,30,20,54.340977,18.324209
"random",0.108000,0.088000,0.040000,0.180000,2,0,1,0,11.328508,80,30,20,53.665303,18.328508
"random",0.180000,0.220000,0,0.180000,9,0,1,0,11.334150,70,10,20,54.289247,18.334150
"habit",0.144000,0.132000,0.040000,0.180000,12,0,1,0,18.337559,60,30,0,7.497562326521026e+25,18.337559
"habit",0.180000,0.044000,0.080000,0.180000,2,0.400000,1,0,11.344620,80,20,20,52.217288,18.344620
"random",0.144000,0,0,0.180000,4,0,1,0,14.858352,60,20,10,70.792748,18.358352
"random",0.180000,0.088000,0,0.180000,14,0,1,0,11.369254,60,30,20,61.891722,18.369254
"random",0.180000,0.132000,0.200000,0.180000,2,0,1,0,11.386122,80,10,20,52.196241,18.386122
"random",0.108000,0.220000,0,0.180000,9,0,1,0,11.392923,60,30,20,57.165847,18.392923
"random",0.144000,0.176000,0.080000,0.180000,2,0,1,0,11.392948,90,20,20,52.708197,18.392948
"random",0.108000,0.220000,0.120000,0.180000,2,0,1,0,11.404205,80,40,20,53.768684,18.404205
"random",0.180000,0.044000,0.160000,0.180000,2,0,1,0,11.411829,80,30,20,52.308196,18.411829
"habit",0.144000,0.176000,0.200000,0.180000,2,0.200000,1,0,11.431588,80,20,20,52.851773,18.431588
"random",0.144000,0.220000,0,0.180000,12,0,1,0,11.439363,80,10,20,60.268096,18.439363
"random",0.144000,0.044000,0.200000,0.180000,2,0,1,0,11.442174,80,30,20,52.910726,18.442174
"random",0.144000,0.044000,0.040000,0.180000,2,0,1,0,11.450484,90,10,20,52.793560,18.450484
"random",0.180000,0.176000,0.160000,0.180000,2,0,1,0,11.454439,80,50,20,52.196044,18.454439
"random",0.180000,0,0.200000,0.180000,2,0,1,0,11.468905,80,30,20,52.292908,18.468905
"random",0.144000,0.220000,0.160000,0.180000,2,0,1,0,11.470374,80,30,20,52.791475,18.470374
"habit",0.180000,0.132000,0.080000,0.180000,4,1,1,0,14.972529,70,0,10,65.662141,18.472529
"habit",0.144000,0,0,0.180000,2,0.800000,1,0,11.485871,80,30,20,52.783372,18.485871
"random",0.180000,0.176000,0.040000,0.180000,2,0,1,0,11.496062,90,20,20,52.195177,18.496062
"random",0.180000,0.176000,0.200000,0.180000,2,0,1,0,11.510177,90,30,20,52.053737,18.510177
"habit",0.144000,0.132000,0.160000,0.180000,4,0,1,0,15.012721,60,40,10,70.508938,18.512721
"random",0.180000,0.220000,0.040000,0.180000,2,0,1,0,11.519520,90,30,20,52.166531,18.519520
"random",0.144000,0,0.080000,0.180000,2,0,1,0,11.543405,80,20,20,52.840395,18.543405
"habit",0.144000,0.132000,0.040000,0.180000,2,0.400000,1,0,11.563104,90,40,20,52.689861,18.563104
"habit",0.144000,0.132000,0.160000,0.180000,2,1,1,0,11.576506,80,30,20,52.829499,18.576506
"habit",0.180000,0.220000,0.200000,0.180000,2,0.600000,1,0,11.587046,80,20,20,52.315473,18.587046
"random",0.036000,0.132000,0.120000,0.180000,2,0,1,0,11.587305,90,30,20,61.954960,18.587305
"habit",0.180000,0,0,0.180000,2,1,1,0,11.594191,100,20,20,52.267062,18.594191
"random",0.144000,0.132000,0.040000,0.180000,2,0,1,0,11.597939,80,30,20,52.824714,18.597939
"random",0.180000,0.088000,0.080000,0.180000,2,0,1,0,11.602032,80,30,20,52.306866,18.602032
"habit",0.144000,0.088000,0.040000,0.180000,2,0.200000,1,0,11.602308,80,40,20,52.862406,18.602308
"habit",0.108000,0.176000,0.080000,0.180000,2,0.600000,1,0,11.604792,90,40,20,53.619070,18.604792
"habit",0.180000,0,0.040000,0.180000,2,0,1,0,11.606357,90,10,20,52.235086,18.606357
"habit",0.180000,0.132000,0.160000,0.180000,2,0,1,0,11.606711,80,30,20,52.292079,18.606711
"random",0.180000,0.044000,0.120000,0.180000,4,0,1,0,15.118976,70,30,10,66.718893,18.618976
"random",0.144000,0.220000,0.080000,0.180000,2,0,1,0,11.621512,90,30,20,52.704723,18.621512
"habit",0.108000,0.220000,0.040000,0.180000,2,0.600000,1,0,11.625457,80,20,20,53.498394,18.625457
"habit",0.180000,0.220000,0.040000,0.180000,12,0.600000,1,0,15.129338,50,0,10,116.586235,18.629338
"habit",0.072000,0,0.120000,0.180000,2,1,1,0,11.650181,90,30,20,55.747682,18.650181
"random",0.108000,0.044000,0.080000,0.180000,2,0,1,0,11.665973,90,20,20,53.557254,18.665973
"random",0.144000,0.132000,0,0.180000,12,0,1,0,11.675660,70,20,20,60.528308,18.675660
"habit",0.072000,0.088000,0.080000,0.180000,2,0,1,0,11.710648,90,60,20,55.560020,18.710648
"random",0.036000,0.176000,0.040000,0.180000,12,0,1,0,15.220778,50,30,10,1.475657783177117e+42,18.720778
"random",0.108000,0.044000,0.040000,0.180000,2,0,1,0,11.722549,80,30,20,53.643848,18.722549
"habit",0.180000,0.088000,0.040000,0.180000,2,0.400000,1,0,11.730432,90,40,20,52.229726,18.730432
"random",0.108000,0.176000,0.120000,0.180000,2,0,1,0,11.734872,90,30,20,53.680279,18.734872
"random",0.108000,0.220000,0,0.180000,12,0,1,0,11.737635,70,40,20,64.136618,18.737635
"random",0.144000,0.044000,0,0.180000,12,0,1,0,11.747127,70,50,20,60.288195,18.747127
"habit",0.108000,0.176000,0.040000,0.180000,2,0.400000,1,0,11.765046,90,20,20,53.770060,18.765046
"habit",0.072000,0.044000,0.160000,0.180000,2,0.200000,1,0,11.778729,90,40,20,55.549846,18.778729
"habit",0.144000,0.220000,0.120000,0.180000,2,0,1,0,11.786236,80,40,20,52.857056,18.786236
"random",0.072000,0.220000,0.040000,0.180000,2,0,1,0,11.787291,80,60,20,55.684113,18.787291
"random",0.108000,0.176000,0.080000,0.180000,2,0,1,0,11.797365,90,30,20,53.520060,18.797365
"habit",0.144000,0.132000,0.080000,0.180000,4,0.800000,1,0,15.307230,80,10,10,71.679759,18.807230
"random",0.108000,0.088000,0.080000,0.180000,2,0,1,0,11.809021,80,20,20,53.685173,18.809021
"habit",0.108000,0.176000,0.200000,0.180000,2,0,1,0,11.811255,80,30,20,53.765921,18.811255
"random",0.180000,0.176000,0,0.180000,12,0,1,0,11.816022,60,50,20,58.239584,18.816022
"habit",0.072000,0.220000,0.040000,0.180000,2,0.400000,1,0,11.819089,80,40,20,55.536258,18.819089
"habit",0.072000,0.176000,0.040000,0.180000,12,1,1,0,15.344347,50,30,10,2.678141928418995e+22,18.844347
"habit",0.180000,0.176000,0.080000,0.180000,2,1,1,0,11.851962,90,20,20,52.199840,18.851962
"random",0.144000,0.132000,0.200000,0.180000,2,0,1,0,11.860616,90,20,20,53.011824,18.860616
"random",0.180000,0.088000,0.160000,0.180000,2,0,1,0,11.897530,100,10,20,52.315805,18.897530
"habit",0.108000,0.044000,0.160000,0.180000,2,0.400000,1,0,11.904277,90,20,20,53.782823,18.904277
"random",0.144000,0.044000,0.040000,0.180000,4,0,1,0,15.405511,70,30,10,72.607758,18.905511
"random",0.072000,0.220000,0.200000,0.180000,2,0,1,0,11.911812,90,30,20,55.550079,18.911812
"habit",0.180000,0.176000,0.120000,0.180000,4,0.200000,1,0,15.420157,70,50,10,66.508599,18.920157
"habit",0.144000,0,0.040000,0.180000,2,1,1,0,11.966225,100,40,20,52.797290,18.966225
"random",0.180000,0.220000,0.080000,0.180000,4,0,1,0,15.466554,70,20,10,65.857836,18.966554
"random",0.072000,0.132000,0.200000,0.180000,2,0,1,0,12.004593,80,40,20,55.527861,19.004593
"random",0.144000,0.176000,0,0.180000,14,0,1,0,12.006951,50,30,20,65.730699,19.006951
"random",0.072000,0,0,0.180000,2,0,1,0,12.016152,80,40,20,55.473061,19.016152
"random",0.144000,0.088000,0,0.180000,12,0,1,0,12.029287,80,40,20,60.772077,19.029287
"habit",0.144000,0.176000,0.120000,0.180000,2,1,1,0,12.050591,90,30,20,52.778768,19.050591
"habit",0.072000,0.176000,0.160000,0.180000,2,0.800000,1,0,12.052347,90,40,20,55.541817,19.052347
"habit",0.144000,0.220000,0,0.180000,12,0.200000,1,0,12.065570,70,40,20,60.485533,19.065570
"random",0.072000,0.088000,0.120000,0.180000,2,0,1,0,12.118780,80,20,20,55.701081,19.118780
"random",0.108000,0,0.080000,0.180000,4,0,1,0,15.626638,80,20,10,81.850874,19.126638
"habit",0.036000,0.044000,0.080000,0.180000,2,0.800000,1,0,12.162836,90,50,20,62.541356,19.162836
"random",0.144000,0.176000,0.200000,0.180000,2,0,1,0,12.164164,90,30,20,52.805808,19.164164
"random",0.072000,0.088000,0.040000,0.180000,2,0,1,0,12.168229,80,40,20,55.924536,19.168229
"random",0.072000,0,0.080000,0.180000,2,0,1,0,12.168855,80,40,20,55.915524,19.168855
"habit",0.108000,0,0,0.180000,2,0.600000,1,0,12.187876,90,40,20,53.744575,19.187876
"habit",0.180000,0.176000,0.160000,0.180000,4,0.400000,1,0,15.691551,70,20,10,66.524935,19.191551
"random",0.180000,0.132000,0.080000,0.180000,2,0,1,0,12.202811,90,0,20,52.455561,19.202811
"random",0.072000,0.176000,0.200000,0.180000,2,0,1,0,12.209149,80,30,20,55.719870,19.209149
"habit",0.072000,0.088000,0.160000,0.180000,2,0.400000,1,0,12.230459,80,50,20,55.734729,19.230459
"random",0.108000,0,0,0.180000,4,0,1,0,15.757692,70,10,10,82.983993,19.257692
"habit",0.072000,0.088000,0.040000,0.180000,2,1,1,0,12.258425,100,50,20,55.775691,19.258425
"random",0.072000,0.088000,0,0.180000,12,0,1,0,12.263149,70,60,20,74.733470,19.263149
"random",0.108000,0.176000,0.160000,0.180000,2,0,1,0,12.321169,90,20,20,53.884144,19.321169
"habit",0.072000,0.176000,0.040000,0.180000,4,0.400000,1,0,15.862430,80,20,10,112.357309,19.362430
"random",0.144000,0.220000,0.200000,0.180000,4,0,1,0,15.870247,70,20,10,72.932075,19.370247
"random",0.072000,0,0.040000,0.180000,2,0,1,0,12.396651,90,50,20,55.835426,19.396651
"habit",0.180000,0.220000,0.200000,0.180000,4,0.800000,1,0,15.960964,70,30,10,66.662879,19.460964
"habit",0.072000,0.044000,0.200000,0.180000,2,0.400000,1,0,12.474602,90,40,20,55.903169,19.474602
"random",0,0.176000,0.040000,0.180000,12,0,1,0,15.984523,50,40,10,1.0918452174762063e+55,19.484523
"random",0.036000,0.220000,0.040000,0.180000,2,0,1,0,12.561992,100,40,20,62.296450,19.561992
"habit",0.180000,0.088000,0.160000,0.180000,4,0,1,0,16.084739,70,10,10,66.962528,19.584739
"habit",0.036000,0.044000,0.040000,0.180000,2,0.600000,1,0,12.635888,90,60,20,62.197607,19.635888
"habit",0.072000,0.176000,0.120000,0.180000,4,0.800000,1,0,16.157236,90,30,10,116.253644,19.657236
"random",0.144000,0.132000,0.040000,0.180000,14,0,1,0,16.166266,40,0,10,18207095805074.656250,19.666266
"habit",0.180000,0.176000,0.200000,0.180000,4,0.600000,1,0,16.240053,70,30,10,67.152654,19.740053
"habit",0.108000,0.176000,0,0.180000,14,0,1,0,12.773672,80,20,20,72.619363,19.773672
"habit",0.108000,0,0.200000,0.180000,4,0.600000,1,0,16.369157,80,30,10,87.768319,19.869157
"habit",0.072000,0.132000,0.120000,0.180000,2,0.400000,1,0,12.874715,100,20,20,55.615522,19.874715
"habit",0.180000,0.220000,0,0.180000,14,0.600000,1,0,12.880667,80,50,20,62.527584,19.880667
