groupSize,tiredness,forgetfulness,intensity,propensity,repeats,runaway,totalPower,log10TotalPower,top5SharePct,top10Stability20Pct,topBottomRatio,log10TopBottomRatio,oligarchyScore
7,0.200000,0.500000,0.180000,1,1,0,73.069846,1.863738,18.617935,20,2.720677,0.434677,30.834059
7,0.300000,0,0.010000,0,1,0,103.364030,2.014369,10.878866,30,1.211040,0.083158,22.376768
7,0.300000,0,0.010000,0.200000,1,0,103.066122,2.013116,10.983642,50,1.236885,0.092329,29.591594
7,0.300000,0,0.010000,0.400000,1,0,100.864899,2.003740,10.773502,40,1.215263,0.084670,25.789546
7,0.300000,0,0.010000,0.600000,1,0,101.540274,2.006638,10.920610,50,1.223537,0.087617,29.472015
7,0.300000,0,0.010000,0.800000,1,0,99.549151,1.998038,10.888477,50,1.237196,0.092438,29.497738
7,0.300000,0,0.010000,1,1,0,97.455760,1.988808,11.026984,60,1.252423,0.097751,33.199995
7,0.300000,0,0.044000,0,1,0,1012.980478,3.005601,12.496777,10,1.837347,0.264191,19.167070
7,0.300000,0,0.044000,0.200000,1,0,978.089416,2.990379,12.562019,40,1.828492,0.262093,29.707136
7,0.300000,0,0.044000,0.400000,1,0,1001.314864,3.000571,12.228927,20,1.596827,0.203258,21.668022
7,0.300000,0,0.044000,0.600000,1,0,989.533745,2.995431,11.949168,30,1.569115,0.195655,24.797026
7,0.300000,0,0.044000,0.800000,1,0,932.131200,2.969477,12.196846,30,1.599012,0.203852,25.143065
7,0.300000,0,0.044000,1,1,0,923.049732,2.965225,12.824340,40,2.128633,0.328101,30.761549
7,0.300000,0,0.078000,0,1,0,8361.143950,3.922266,13.828767,0,2.742081,0.438080,19.085731
7,0.300000,0,0.078000,0.200000,1,0,8319.993886,3.920123,14.135499,30,2.790619,0.445701,29.983907
7,0.300000,0,0.078000,0.400000,1,0,7856.137275,3.895209,13.201172,30,2.292432,0.360296,28.024729
7,0.300000,0,0.078000,0.600000,1,0,7844.746708,3.894579,14.053458,30,2.462283,0.391338,29.249512
7,0.300000,0,0.078000,0.800000,1,0,7749.163667,3.889255,14.783158,30,2.498759,0.397724,30.055851
7,0.300000,0,0.078000,1,1,0,7763.270081,3.890045,15.228197,20,2.774258,0.443147,27.545960
7,0.300000,0,0.112000,0,1,0,59148.586659,4.771944,14.992348,20,3.430470,0.535354,28.416591
7,0.300000,0,0.112000,0.200000,1,0,59418.069040,4.773919,14.677258,30,2.751885,0.439630,30.452822
7,0.300000,0,0.112000,0.400000,1,0,59828.948355,4.776911,16.024891,10,3.876420,0.588431,26.586061
7,0.300000,0,0.112000,0.600000,1,0,57173.055905,4.757191,13.526742,10,2.639188,0.421470,22.084386
7,0.300000,0,0.112000,0.800000,1,0,60799.203113,4.783898,15.940177,20,6.064849,0.782820,32.334017
7,0.300000,0,0.112000,1,1,0,57403.772399,4.758940,14.425645,10,2.980574,0.474300,23.617243
7,0.300000,0,0.146000,0,1,0,436681.127024,5.640164,14.770049,40,4.804500,0.681648,36.949827
7,0.300000,0,0.146000,0.200000,1,0,417833.400330,5.621003,15.939024,30,3.925626,0.593909,33.565931
7,0.300000,0,0.146000,0.400000,1,0,381341.179326,5.581314,15.448407,10,4.416479,0.645076,26.689321
7,0.300000,0,0.146000,0.600000,1,0,392436.809468,5.593770,17.117155,20,6.373515,0.804379,33.769702
7,0.300000,0,0.146000,0.800000,1,0,442123.063285,5.645543,17.154203,30,5.420309,0.734024,36.462492
7,0.300000,0,0.146000,1,1,0,423851.825228,5.627214,15.140823,10,6.184939,0.791335,28.136848
7,0.300000,0,0.180000,0,1,0,2899494.535332,6.462322,16.613101,10,9.981766,0.999207,32.103590
7,0.300000,0,0.180000,0.200000,1,0,2393718.597743,6.379073,16.831254,20,6.582723,0.818406,33.652121
7,0.300000,0,0.180000,0.400000,1,0,2525550.969266,6.402356,16.824002,20,4.405300,0.643975,31.551708
7,0.300000,0,0.180000,0.600000,1,0,2891923.722100,6.461187,17.230757,20,6.009656,0.778850,33.576953
7,0.300000,0,0.180000,0.800000,1,0,2956340.448920,6.470754,16.838166,20,7.814826,0.892919,34.553198
7,0.300000,0,0.180000,1,1,0,3227649.547116,6.508886,19.678314,10,15.113008,1.179351,37.330525
7,0.300000,0.100000,0.010000,0,1,0,54.017713,1.732536,10.505305,10,1.096112,0.039855,14.483565
7,0.300000,0.100000,0.010000,0.200000,1,0,53.964262,1.732106,10.513211,20,1.101486,0.041979,18.016956
7,0.300000,0.100000,0.010000,0.400000,1,0,53.970075,1.732153,10.396197,20,1.089874,0.037376,17.844713
7,0.300000,0.100000,0.010000,0.600000,1,0,53.886995,1.731484,10.457422,10,1.104143,0.043025,14.473725
7,0.300000,0.100000,0.010000,0.800000,1,0,53.900636,1.731594,10.437459,20,1.096295,0.039927,17.916587
7,0.300000,0.100000,0.010000,1,1,0,53.752883,1.730402,10.451346,0,1.100774,0.041698,10.951726
7,0.300000,0.100000,0.044000,0,1,0,72.499889,1.860337,11.730010,20,1.446393,0.160286,20.653447
7,0.300000,0.100000,0.044000,0.200000,1,0,72.511256,1.860405,12.048839,10,1.492007,0.173771,17.634089
7,0.300000,0.100000,0.044000,0.400000,1,0,72.081290,1.857823,12.461423,10,1.580136,0.198694,18.345757
7,0.300000,0.100000,0.044000,0.600000,1,0,71.755997,1.855858,12.269759,30,1.486575,0.172187,24.836002
7,0.300000,0.100000,0.044000,0.800000,1,0,72.244984,1.858808,11.794502,10,1.496457,0.175064,17.395274
7,0.300000,0.100000,0.044000,1,1,0,71.148027,1.852163,12.281095,0,1.554169,0.191498,14.579074
7,0.300000,0.100000,0.078000,0,1,0,104.355482,2.018515,12.887973,30,1.984809,0.297719,26.960597
7,0.300000,0.100000,0.078000,0.200000,1,0,104.669464,2.019820,13.193286,30,2.020749,0.305512,27.359435
7,0.300000,0.100000,0.078000,0.400000,1,0,102.896714,2.012402,13.590199,20,2.012591,0.303755,24.235265
7,0.300000,0.100000,0.078000,0.600000,1,0,104.414211,2.018760,13.205280,30,2.035396,0.308649,27.409066
7,0.300000,0.100000,0.078000,0.800000,1,0,102.943402,2.012599,13.149206,20,1.926042,0.284666,23.565196
7,0.300000,0.100000,0.078000,1,1,0,101.504954,2.006487,13.795640,10,2.081551,0.318387,21.116285
7,0.300000,0.100000,0.112000,0,1,0,171.839885,2.235124,14.227860,30,2.646923,0.422741,29.800756
7,0.300000,0.100000,0.112000,0.200000,1,0,172.589391,2.237014,14.217553,20,2.508008,0.399329,26.009500
7,0.300000,0.100000,0.112000,0.400000,1,0,168.607455,2.226877,14.691332,20,2.503970,0.398629,26.474881
7,0.300000,0.100000,0.112000,0.600000,1,0,167.623888,2.224336,14.379666,10,2.760942,0.441057,23.172354
7,0.300000,0.100000,0.112000,0.800000,1,0,161.242149,2.207479,14.448649,20,2.654215,0.423936,26.535881
7,0.300000,0.100000,0.112000,1,1,0,162.878141,2.211863,14.909202,20,2.853235,0.455338,27.373253
7,0.300000,0.100000,0.146000,0,1,0,333.956737,2.523690,15.814663,20,3.441015,0.536687,29.254902
7,0.300000,0.100000,0.146000,0.200000,1,0,342.496992,2.534657,15.848357,0,3.917328,0.592990,22.964236
7,0.300000,0.100000,0.146000,0.400000,1,0,327.810471,2.515623,14.583934,10,2.851891,0.455133,23.545529
7,0.300000,0.100000,0.146000,0.600000,1,0,344.827480,2.537602,14.881255,10,2.882493,0.459768,23.898475
7,0.300000,0.100000,0.146000,0.800000,1,0,343.779926,2.536281,14.781833,40,4.417714,0.645198,36.524205
7,0.300000,0.100000,0.146000,1,1,0,347.659124,2.541154,18.972646,20,7.161269,0.854990,36.232526
7,0.300000,0.100000,0.180000,0,1,0,886.157009,2.947511,16.760853,20,5.156010,0.712314,32.308618
7,0.300000,0.100000,0.180000,0.200000,1,0,876.565422,2.942784,18.831363,10,4.486295,0.651888,30.154016
7,0.300000,0.100000,0.180000,0.400000,1,0,904.887532,2.956595,16.591950,0,4.794235,0.680719,24.760581
7,0.300000,0.100000,0.180000,0.600000,1,0,976.251699,2.989562,17.266967,20,5.224867,0.718075,32.883870
7,0.300000,0.100000,0.180000,0.800000,1,0,1016.801503,3.007236,19.241635,20,6.377679,0.804663,35.897587
7,0.300000,0.100000,0.180000,1,1,0,999.956210,2.999981,18.561014,10,10.835777,1.034860,34.479335
7,0.300000,0.200000,0.010000,0,1,0,52.077835,1.716653,10.401238,20,1.073878,0.030955,17.772698
7,0.300000,0.200000,0.010000,0.200000,1,0,52.088139,1.716739,10.440011,30,1.076806,0.032137,21.325658
7,0.300000,0.200000,0.010000,0.400000,1,0,51.987639,1.715900,10.439004,20,1.081434,0.034000,17.847006
7,0.300000,0.200000,0.010000,0.600000,1,0,52.023407,1.716199,10.449879,10,1.083549,0.034848,14.368061
7,0.300000,0.200000,0.010000,0.800000,1,0,51.983140,1.715863,10.475883,10,1.083793,0.034946,14.395238
7,0.300000,0.200000,0.010000,1,1,0,51.946273,1.715554,10.422439,10,1.081209,0.033910,14.329354
7,0.300000,0.200000,0.044000,0,1,0,59.951204,1.777798,11.550326,20,1.353820,0.131561,20.129055
7,0.300000,0.200000,0.044000,0.200000,1,0,59.887311,1.777335,12.204170,40,1.437894,0.157727,28.096891
7,0.300000,0.200000,0.044000,0.400000,1,0,60.083767,1.778757,11.788436,10,1.392112,0.143674,17.012526
7,0.300000,0.200000,0.044000,0.600000,1,0,59.829883,1.776918,11.750194,0,1.377601,0.139123,13.419674
7,0.300000,0.200000,0.044000,0.800000,1,0,59.790656,1.776633,11.901349,40,1.393151,0.143998,27.629329
7,0.300000,0.200000,0.044000,1,1,0,59.453674,1.774179,11.435044,10,1.344846,0.128673,16.479116
7,0.300000,0.200000,0.078000,0,1,0,68.909051,1.838276,12.589542,20,1.680076,0.225329,22.293489
7,0.300000,0.200000,0.078000,0.200000,1,0,69.651957,1.842933,12.876259,10,1.678202,0.224844,19.074392
7,0.300000,0.200000,0.078000,0.400000,1,0,68.808994,1.837645,13.027728,20,1.704528,0.231604,22.806978
7,0.300000,0.200000,0.078000,0.600000,1,0,68.809561,1.837649,14.239498,20,1.924059,0.284218,24.650120
7,0.300000,0.200000,0.078000,0.800000,1,0,68.937072,1.838453,12.968482,30,1.731715,0.238476,26.330199
7,0.300000,0.200000,0.078000,1,1,0,68.243705,1.834063,13.906703,10,1.859508,0.269398,20.639479
7,0.300000,0.200000,0.112000,0,1,0,81.772612,1.912608,14.667315,40,2.262505,0.354590,32.922391
7,0.300000,0.200000,0.112000,0.200000,1,0,80.890523,1.907898,14.330093,30,2.137583,0.329923,28.789169
7,0.300000,0.200000,0.112000,0.400000,1,0,80.882258,1.907853,15.313435,10,2.203821,0.343176,22.931552
7,0.300000,0.200000,0.112000,0.600000,1,0,80.774932,1.907277,13.309340,20,1.987822,0.298378,23.889871
7,0.300000,0.200000,0.112000,0.800000,1,0,81.537168,1.911356,14.523473,20,2.262764,0.354639,25.779145
7,0.300000,0.200000,0.112000,1,1,0,80.792567,1.907371,14.996345,10,2.343803,0.369921,22.935398
7,0.300000,0.200000,0.146000,0,1,0,95.980399,1.982183,14.533636,10,2.508344,0.399387,22.826281
7,0.300000,0.200000,0.146000,0.200000,1,0,96.061210,1.982548,15.297126,0,2.587150,0.412822,20.250985
7,0.300000,0.200000,0.146000,0.400000,1,0,96.266288,1.983474,15.839275,30,2.889913,0.460885,31.869893
7,0.300000,0.200000,0.146000,0.600000,1,0,94.450659,1.975205,14.524548,30,2.554707,0.407341,29.912641
7,0.300000,0.200000,0.146000,0.800000,1,0,96.964219,1.986612,16.862922,30,3.192652,0.504152,33.412741
7,0.300000,0.200000,0.146000,1,1,0,95.697397,1.980900,16.323811,10,2.848027,0.454544,25.278340
7,0.300000,0.200000,0.180000,0,1,0,116.626582,2.066798,15.560789,10,3.158662,0.499503,25.054827
7,0.300000,0.200000,0.180000,0.200000,1,0,117.641376,2.070560,17.026765,10,3.627682,0.559629,27.242316
7,0.300000,0.200000,0.180000,0.400000,1,0,117.601101,2.070411,16.852844,10,3.403960,0.531985,26.736658
7,0.300000,0.200000,0.180000,0.600000,1,0,118.531369,2.073833,18.511768,20,3.805749,0.580440,32.477049
7,0.300000,0.200000,0.180000,0.800000,1,0,116.886707,2.067765,17.633154,20,3.855112,0.586037,31.665598
7,0.300000,0.200000,0.180000,1,1,0,121.522273,2.084656,20.544247,10,4.764675,0.678033,32.180647
7,0.300000,0.300000,0.010000,0,1,0,51.406217,1.711016,10.422810,20,1.070691,0.029664,17.778779
7,0.300000,0.300000,0.010000,0.200000,1,0,51.411300,1.711059,10.404169,10,1.068543,0.028792,14.249674
7,0.300000,0.300000,0.010000,0.400000,1,0,51.405413,1.711009,10.463685,20,1.074569,0.031234,17.838498
7,0.300000,0.300000,0.010000,0.600000,1,0,51.417805,1.711114,10.393616,20,1.067568,0.028396,17.734365
7,0.300000,0.300000,0.010000,0.800000,1,0,51.360867,1.710632,10.396007,20,1.066855,0.028106,17.733273
7,0.300000,0.300000,0.010000,1,1,0,51.338207,1.710441,10.539605,20,1.081634,0.034080,17.948570
7,0.300000,0.300000,0.044000,0,1,0,56.680000,1.753430,11.633366,20,1.304516,0.115449,20.018757
7,0.300000,0.300000,0.044000,0.200000,1,0,56.477336,1.751874,11.824882,20,1.328984,0.123520,20.307118
7,0.300000,0.300000,0.044000,0.400000,1,0,56.518664,1.752192,11.918589,10,1.342450,0.127898,16.953365
7,0.300000,0.300000,0.044000,0.600000,1,0,56.476036,1.751864,11.964957,10,1.346746,0.129286,17.016385
7,0.300000,0.300000,0.044000,0.800000,1,0,56.423007,1.751456,11.774583,10,1.327009,0.122874,16.749069
7,0.300000,0.300000,0.044000,1,1,0,56.063485,1.748680,11.881225,40,1.329774,0.123778,27.366557
7,0.300000,0.300000,0.078000,0,1,0,62.328729,1.794688,12.918253,30,1.585790,0.200246,25.821201
7,0.300000,0.300000,0.078000,0.200000,1,0,62.524608,1.796051,13.420407,30,1.641047,0.215121,26.501861
7,0.300000,0.300000,0.078000,0.400000,1,0,62.097719,1.793076,12.753743,20,1.568836,0.195577,22.100672
7,0.300000,0.300000,0.078000,0.600000,1,0,62.328517,1.794687,12.898515,20,1.571646,0.196355,22.254770
7,0.300000,0.300000,0.078000,0.800000,1,0,61.885450,1.791589,14.418133,20,1.769240,0.247787,24.391573
7,0.300000,0.300000,0.078000,1,1,0,62.114563,1.793193,13.108417,20,1.617768,0.208916,22.615411
7,0.300000,0.300000,0.112000,0,1,0,67.984128,1.832408,13.775193,20,1.861886,0.269953,24.014630
7,0.300000,0.300000,0.112000,0.200000,1,0,69.009887,1.838911,14.578179,20,2.001112,0.301271,25.193435
7,0.300000,0.300000,0.112000,0.400000,1,0,68.599664,1.836322,14.353709,40,1.949670,0.289961,31.833244
7,0.300000,0.300000,0.112000,0.600000,1,0,68.886115,1.838132,15.093475,20,2.030839,0.307675,25.785581
7,0.300000,0.300000,0.112000,0.800000,1,0,68.969100,1.838655,14.272172,10,1.936369,0.286988,21.216029
7,0.300000,0.300000,0.112000,1,1,0,67.862252,1.831628,14.911349,30,2.011849,0.303595,29.054494
7,0.300000,0.300000,0.146000,0,1,0,76.795588,1.885336,18.076061,20,2.752715,0.439761,30.353196
7,0.300000,0.300000,0.146000,0.200000,1,0,76.388606,1.883029,16.431976,20,2.438216,0.387072,28.076842
7,0.300000,0.300000,0.146000,0.400000,1,0,75.949295,1.880524,16.786444,20,2.502482,0.398371,28.566895
7,0.300000,0.300000,0.146000,0.600000,1,0,77.068811,1.886879,17.899492,40,2.714380,0.433671,37.103539
7,0.300000,0.300000,0.146000,0.800000,1,0,74.640277,1.872973,16.012550,30,2.377722,0.376161,31.026482
7,0.300000,0.300000,0.146000,1,1,0,75.611090,1.878585,15.053401,30,2.260782,0.354259,29.804506
7,0.300000,0.300000,0.180000,0,1,0,85.723817,1.933101,17.695114,10,2.945360,0.469138,26.824775
7,0.300000,0.300000,0.180000,0.200000,1,0,86.287938,1.935950,18.367980,20,3.105216,0.492092,31.273082
7,0.300000,0.300000,0.180000,0.400000,1,0,84.413523,1.926412,17.062900,0,2.799619,0.447099,22.428087
7,0.300000,0.300000,0.180000,0.600000,1,0,84.462237,1.926663,16.422555,40,2.756685,0.440387,35.707200
7,0.300000,0.300000,0.180000,0.800000,1,0,82.703686,1.917525,13.730500,20,2.180395,0.338535,24.792922
7,0.300000,0.300000,0.180000,1,1,0,85.562550,1.932284,16.289760,20,2.750851,0.439467,28.563366
7,0.300000,0.400000,0.010000,0,1,0,51.087421,1.708314,10.461525,10,1.068731,0.028868,14.307945
7,0.300000,0.400000,0.010000,0.200000,1,0,51.077333,1.708228,10.409823,10,1.063096,0.026572,14.228692
7,0.300000,0.400000,0.010000,0.400000,1,0,51.108875,1.708496,10.447399,10,1.067531,0.028380,14.287965
7,0.300000,0.400000,0.010000,0.600000,1,0,51.056019,1.708047,10.530300,10,1.074903,0.031369,14.406731
7,0.300000,0.400000,0.010000,0.800000,1,0,51.050627,1.708001,10.471164,20,1.069040,0.028994,17.819090
7,0.300000,0.400000,0.010000,1,1,0,51.045366,1.707956,10.418594,10,1.063545,0.026756,14.239665
7,0.300000,0.400000,0.044000,0,1,0,55.001491,1.740374,12.090788,0,1.328980,0.123518,13.573010
7,0.300000,0.400000,0.044000,0.200000,1,0,55.024231,1.740554,12.216881,30,1.342783,0.128006,24.252952
7,0.300000,0.400000,0.044000,0.400000,1,0,54.962320,1.740065,11.912934,10,1.308750,0.116857,16.815214
7,0.300000,0.400000,0.044000,0.600000,1,0,55.006433,1.740413,11.922667,10,1.310309,0.117374,16.831152
7,0.300000,0.400000,0.044000,0.800000,1,0,54.976654,1.740178,11.921402,20,1.309501,0.117106,20.326672
7,0.300000,0.400000,0.044000,1,1,0,54.926190,1.739779,11.943485,0,1.310870,0.117560,13.354200
7,0.300000,0.400000,0.078000,0,1,0,59.358740,1.773485,13.440688,20,1.592874,0.202181,22.866865
7,0.300000,0.400000,0.078000,0.200000,1,0,59.097579,1.771570,12.807602,0,1.513480,0.179977,14.967323
7,0.300000,0.400000,0.078000,0.400000,1,0,59.342283,1.773364,13.004330,10,1.541251,0.187873,18.758810
7,0.300000,0.400000,0.078000,0.600000,1,0,59.300333,1.773057,13.297485,20,1.574829,0.197233,22.664285
7,0.300000,0.400000,0.078000,0.800000,1,0,59.155147,1.771993,12.904132,10,1.522834,0.182653,18.595963
7,0.300000,0.400000,0.078000,1,1,0,58.840220,1.769674,13.886480,10,1.633269,0.213058,19.943173
7,0.300000,0.400000,0.112000,0,1,0,64.382092,1.808765,14.087221,20,1.807670,0.257119,24.172650
7,0.300000,0.400000,0.112000,0.200000,1,0,64.107147,1.806906,15.358174,10,1.953151,0.290736,22.347004
7,0.300000,0.400000,0.112000,0.400000,1,0,64.240926,1.807812,14.671035,10,1.883406,0.274944,21.470363
7,0.300000,0.400000,0.112000,0.600000,1,0,63.839318,1.805088,14.867907,30,1.882520,0.274740,28.664781
7,0.300000,0.400000,0.112000,0.800000,1,0,64.280159,1.808077,16.043596,40,2.049613,0.311672,33.783659
7,0.300000,0.400000,0.112000,1,1,0,63.697259,1.804121,14.204927,20,1.801241,0.255572,24.271789
7,0.300000,0.400000,0.146000,0,1,0,67.850388,1.831552,14.691851,30,1.985832,0.297942,28.767161
7,0.300000,0.400000,0.146000,0.200000,1,0,68.640903,1.836583,14.753296,30,2.019949,0.305340,28.917382
7,0.300000,0.400000,0.146000,0.400000,1,0,68.935599,1.838444,16.755739,20,2.306480,0.362950,28.111136
7,0.300000,0.400000,0.146000,0.600000,1,0,68.071403,1.832965,14.279870,10,1.942640,0.288392,21.240578
7,0.300000,0.400000,0.146000,0.800000,1,0,67.973276,1.832338,14.622264,40,1.984567,0.297666,32.194254
7,0.300000,0.400000,0.146000,1,1,0,67.387475,1.828579,16.031598,0,2.159376,0.334328,20.043538
7,0.300000,0.400000,0.180000,0,1,0,75.293691,1.876759,15.754936,10,2.331303,0.367599,23.666121
7,0.300000,0.400000,0.180000,0.200000,1,0,73.919910,1.868761,16.473302,20,2.410972,0.382192,28.059607
7,0.300000,0.400000,0.180000,0.400000,1,0,72.952506,1.863040,15.433237,40,2.207864,0.343972,33.560906
7,0.300000,0.400000,0.180000,0.600000,1,0,74.233262,1.870599,16.169695,10,2.369839,0.374719,24.166321
7,0.300000,0.400000,0.180000,0.800000,1,0,74.558929,1.872500,16.100198,40,2.394892,0.379286,34.651629
7,0.300000,0.400000,0.180000,1,1,0,74.556587,1.872486,19.475534,20,2.900711,0.462504,32.025587
7,0.300000,0.500000,0.010000,0,1,0,50.873681,1.706493,10.381127,0,1.056234,0.023760,10.666248
7,0.300000,0.500000,0.010000,0.200000,1,0,50.953596,1.707175,10.423913,20,1.062253,0.026228,17.738647
7,0.300000,0.500000,0.010000,0.400000,1,0,50.950563,1.707149,10.429130,10,1.062637,0.026385,14.245748
7,0.300000,0.500000,0.010000,0.600000,1,0,50.880114,1.706548,10.411246,10,1.059439,0.025076,14.212160
7,0.300000,0.500000,0.010000,0.800000,1,0,50.883950,1.706581,10.408948,10,1.059201,0.024978,14.208690
7,0.300000,0.500000,0.010000,1,1,0,50.867732,1.706442,10.395160,30,1.057516,0.024287,21.186602
7,0.300000,0.500000,0.044000,0,1,0,54.135660,1.733483,11.793948,30,1.275381,0.105640,23.561628
7,0.300000,0.500000,0.044000,0.200000,1,0,54.285408,1.734683,11.870069,20,1.288581,0.110112,20.191410
7,0.300000,0.500000,0.044000,0.400000,1,0,54.037205,1.732693,12.222327,30,1.320035,0.120586,24.169354
7,0.300000,0.500000,0.044000,0.600000,1,0,53.847925,1.731169,11.862568,20,1.277485,0.106356,20.138836
7,0.300000,0.500000,0.044000,0.800000,1,0,53.940836,1.731918,11.819951,20,1.274683,0.105402,20.084778
7,0.300000,0.500000,0.044000,1,1,0,54.198820,1.733990,11.731817,40,1.271582,0.104344,26.983947
7,0.300000,0.500000,0.078000,0,1,0,57.681376,1.761036,13.569126,20,1.565009,0.194517,22.903329
7,0.300000,0.500000,0.078000,0.200000,1,0,57.768635,1.761692,13.002683,30,1.500860,0.176340,25.618765
7,0.300000,0.500000,0.078000,0.400000,1,0,57.774908,1.761739,13.783277,0,1.591359,0.201768,16.204496
7,0.300000,0.500000,0.078000,0.600000,1,0,57.466475,1.759415,13.326996,20,1.530038,0.184702,22.543422
7,0.300000,0.500000,0.078000,0.800000,1,0,57.346541,1.758507,13.236349,40,1.517866,0.181233,29.411151
7,0.300000,0.500000,0.078000,1,1,0,57.139594,1.756937,13.128218,10,1.500059,0.176108,18.741518
7,0.300000,0.500000,0.112000,0,1,0,60.605291,1.782511,14.288462,20,1.731527,0.238429,24.149614
7,0.300000,0.500000,0.112000,0.200000,1,0,61.072902,1.785849,13.748720,40,1.676109,0.224302,30.440346
7,0.300000,0.500000,0.112000,0.400000,1,0,61.418072,1.788296,14.826226,30,1.818380,0.259685,28.442441
7,0.300000,0.500000,0.112000,0.600000,1,0,61.081386,1.785909,14.948976,10,1.825757,0.261443,21.586291
7,0.300000,0.500000,0.112000,0.800000,1,0,60.756248,1.783591,15.053531,20,1.827526,0.261864,25.195894
7,0.300000,0.500000,0.112000,1,1,0,60.269478,1.780097,13.691382,30,1.649189,0.217271,26.798629
7,0.300000,0.500000,0.146000,0,1,0,65.477253,1.816090,16.476576,20,2.155024,0.333452,27.478002
7,0.300000,0.500000,0.146000,0.200000,1,0,64.775314,1.811410,14.712043,0,1.905799,0.280077,18.072968
7,0.300000,0.500000,0.146000,0.400000,1,0,65.161073,1.813988,15.007827,20,1.954888,0.291122,25.501290
7,0.300000,0.500000,0.146000,0.600000,1,0,65.499997,1.816241,16.334809,40,2.137048,0.329814,34.292580
7,0.300000,0.500000,0.146000,0.800000,1,0,64.494587,1.809523,15.714550,20,2.026665,0.306782,26.395934
7,0.300000,0.500000,0.146000,1,1,0,65.540249,1.816508,15.532298,0,2.035842,0.308744,19.237227
7,0.300000,0.500000,0.180000,0,1,0,70.062630,1.845486,16.803735,0,2.349807,0.371032,21.256122
7,0.300000,0.500000,0.180000,0.200000,1,0,69.609571,1.842669,17.601339,20,2.448398,0.388882,29.267922
7,0.300000,0.500000,0.180000,0.400000,1,0,68.468056,1.835488,16.936980,10,2.312261,0.364037,24.805423
7,0.300000,0.500000,0.180000,0.600000,1,0,68.665737,1.836740,16.220474,10,2.217880,0.345938,23.871729
7,0.300000,0.500000,0.180000,0.800000,1,0,70.056555,1.845449,17.671632,20,2.474504,0.393488,29.393491
7,0.300000,0.500000,0.180000,1,1,0,67.999280,1.832504,16.056543,30,2.183543,0.339162,30.626483
7,0.400000,0,0.010000,0,1,0,85.306667,1.930983,10.484368,60,1.108427,0.044707,32.020854
7,0.400000,0,0.010000,0.200000,1,0,85.229119,1.930588,10.416507,60,1.098093,0.040639,31.904175
7,0.400000,0,0.010000,0.400000,1,0,85.902360,1.934005,10.528176,50,1.105623,0.043607,28.551459
7,0.400000,0,0.010000,0.600000,1,0,85.566028,1.932301,10.479081,60,1.110983,0.045707,32.027568
7,0.400000,0,0.010000,0.800000,1,0,83.989810,1.924227,10.506642,60,1.106606,0.043993,32.034557
7,0.400000,0,0.010000,1,1,0,84.205278,1.925339,10.666804,40,1.137149,0.055817,25.336611
7,0.400000,0,0.044000,0,1,0,481.562600,2.682653,11.492034,40,1.333820,0.125097,26.993201
7,0.400000,0,0.044000,0.200000,1,0,462.258158,2.664885,11.347558,40,1.319248,0.120327,26.791477
7,0.400000,0,0.044000,0.400000,1,0,469.416685,2.671559,11.374322,50,1.296420,0.112746,30.227269
7,0.400000,0,0.044000,0.600000,1,0,465.551836,2.667968,11.616764,40,1.359401,0.133348,27.216937
7,0.400000,0,0.044000,0.800000,1,0,446.580567,2.649900,11.413850,30,1.341663,0.127644,23.445573
7,0.400000,0,0.044000,1,1,0,465.640678,2.668051,11.624827,20,1.385923,0.141739,20.325696
7,0.400000,0,0.078000,0,1,0,2336.519672,3.368569,12.005008,20,1.467096,0.166459,21.002511
7,0.400000,0,0.078000,0.200000,1,0,2322.977049,3.366045,12.142644,30,1.563066,0.193977,24.970373
7,0.400000,0,0.078000,0.400000,1,0,2371.366637,3.374999,11.702381,40,1.377181,0.138991,27.370274
7,0.400000,0,0.078000,0.600000,1,0,2476.875921,3.393904,12.746857,30,1.667202,0.221988,25.910716
7,0.400000,0,0.078000,0.800000,1,0,2456.824416,3.390374,11.960738,40,1.555187,0.191783,28.262128
7,0.400000,0,0.078000,1,1,0,2110.289855,3.324342,12.220597,20,1.597484,0.203436,21.661834
7,0.400000,0,0.112000,0,1,0,11079.482403,4.044519,12.863227,30,1.809330,0.257518,26.453441
7,0.400000,0,0.112000,0.200000,1,0,10194.878348,4.008382,13.837093,40,1.985881,0.297953,31.412531
7,0.400000,0,0.112000,0.400000,1,0,10853.502579,4.035570,12.553376,20,1.649935,0.217467,22.162977
7,0.400000,0,0.112000,0.600000,1,0,9555.915425,3.980272,12.922401,20,1.883730,0.275019,23.222626
7,0.400000,0,0.112000,0.800000,1,0,9683.264100,3.986022,12.721874,30,1.668455,0.222315,25.889649
7,0.400000,0,0.112000,1,1,0,9531.015905,3.979139,13.068745,40,1.917546,0.282746,30.461695
7,0.400000,0,0.146000,0,1,0,46223.026461,4.664858,13.317335,30,1.984062,0.297555,27.387996
7,0.400000,0,0.146000,0.200000,1,0,39683.651798,4.598612,14.048055,30,2.057595,0.313360,28.308372
7,0.400000,0,0.146000,0.400000,1,0,42683.123451,4.630256,12.993405,20,1.894704,0.277541,23.323901
7,0.400000,0,0.146000,0.600000,1,0,44134.027791,4.644774,14.103957,10,2.148651,0.332166,21.589949
7,0.400000,0,0.146000,0.800000,1,0,40597.658555,4.608501,13.368676,40,2.112706,0.324839,31.266744
